,LONGITUDE,LATITUDE,MUN_NAME,WARD_NAME
93355,-79.492095773,43.717952311,North York,York South-Weston
372453,-79.242017761,43.706074252,Scarborough,Scarborough Southwest
67317,-79.4831652788,43.6552984926,former Toronto,Parkdale-High Park
243369,-79.4166227337,43.7257853806,North York,Eglinton-Lawrence
172244,-79.4208326454,43.6950741263,former Toronto,Toronto-St. Paul's
489898,-79.1541471903,43.7994311912,Scarborough,Scarborough-Rouge Park
105236,-79.468590595,43.7182960352,North York,Eglinton-Lawrence
515814,-79.266961268,43.736363485,Scarborough,Scarborough Centre
254145,-79.4157406138,43.7386704847,North York,Eglinton-Lawrence
188214,-79.39786072,43.707942687,former Toronto,Toronto-St. Paul's
310260,-79.3130254547,43.6732518034,former Toronto,Beaches-East York
176672,-79.4227653362,43.7111473063,North York,Eglinton-Lawrence
73588,-79.4822441904,43.6616715923,York,Parkdale-High Park
34439,-79.5261307555,43.6992183345,Etobicoke,Etobicoke Centre
69185,-79.4754848652,43.6591433381,former Toronto,Parkdale-High Park
114991,-79.4325233985,43.6415518425,former Toronto,Parkdale-High Park
136159,-79.421854095,43.670481839,former Toronto,University-Rosedale
406951,-79.3567276444,43.7946683268,North York,Don Valley North
197615,-79.6210749691,43.7284468423,Etobicoke,Etobicoke North
183581,-79.3931216086,43.6812659994,former Toronto,Toronto-St. Paul's
441828,-79.2798213929,43.8096778076,Scarborough,Scarborough North
313435,-79.3707021683,43.6989198863,East York,Don Valley West
417958,-79.248027318,43.7211935447,Scarborough,Scarborough Southwest
330019,-79.3250710713,43.6841411014,former Toronto,Toronto-Danforth
255820,-79.4002846385,43.7399373875,North York,Don Valley West
497653,-79.2063788426,43.8193937763,Scarborough,Scarborough-Rouge Park
395396,-79.3291736076,43.7815365027,North York,Don Valley North
313146,-79.3662333867,43.6912296738,East York,University-Rosedale
291846,-79.3509285244,43.6609020739,former Toronto,Toronto-Danforth
461235,-79.2595910994,43.8279997784,Scarborough,Scarborough North
203428,-79.5770012281,43.7230934075,Etobicoke,Etobicoke North
212343,-79.5258075743,43.7262459225,North York,Humber River-Black Creek
411934,-79.3127093717,43.8219421429,Scarborough,Scarborough-Agincourt
145627,-79.4033597354,43.6571458935,former Toronto,University-Rosedale
426360,-79.3047330867,43.7628983968,Scarborough,Scarborough Centre
479048,-79.1528373071,43.7776010928,Scarborough,Scarborough-Rouge Park
523231,-79.276431345,43.765850612,Scarborough,Scarborough Centre
222183,-79.4970914227,43.7307449978,North York,York Centre
472299,-79.2283040191,43.7750940914,Scarborough,Scarborough-Guildwood
205822,-79.5914872972,43.7494258089,Etobicoke,Etobicoke North
172297,-79.4341949594,43.7066118957,former Toronto,Eglinton-Lawrence
376758,-79.363646199,43.743106968,North York,Don Valley West
391200,-79.368507163,43.788305382,North York,Don Valley North
142758,-79.4126133779,43.6579125268,former Toronto,University-Rosedale
486387,-79.195188073,43.763756014,Scarborough,Scarborough-Guildwood
243160,-79.4314097734,43.7345300815,North York,Eglinton-Lawrence
423073,-79.2571261809,43.7552575148,Scarborough,Scarborough Centre
116899,-79.4327000991,43.6509521483,former Toronto,Davenport
156394,-79.3905178203,43.6692833821,former Toronto,University-Rosedale
518910,-79.2210936354,43.8121993438,Scarborough,Scarborough-Rouge Park
62149,-79.5061105347,43.6785709822,York,York South-Weston
417436,-79.2652854457,43.7307339928,Scarborough,Scarborough Southwest
13258,-79.5819299995,43.6669959898,Etobicoke,Etobicoke Centre
329372,-79.3277653871,43.6874161508,East York,Toronto-Danforth
231667,-79.4858725718,43.7549566538,North York,York Centre
501832,-79.181654787,43.8083907051,Scarborough,Scarborough-Rouge Park
198560,-79.6020621176,43.7524187499,Etobicoke,Etobicoke North
493748,-79.2880051741,43.8210562954,Scarborough,Scarborough North
298110,-79.338958875,43.657547945,former Toronto,Toronto-Danforth
330637,-79.3390115163,43.6931888415,East York,Toronto-Danforth
42757,-79.492629208,43.6154666343,Etobicoke,Etobicoke-Lakeshore
218622,-79.5131979955,43.7295171615,North York,Humber River-Black Creek
127896,-79.4390649124,43.674802812,former Toronto,Davenport
371523,-79.3136703747,43.7870993519,Scarborough,Scarborough-Agincourt
246573,-79.4462063613,43.7465610167,North York,York Centre
21325,-79.5598738304,43.6689039393,Etobicoke,Etobicoke Centre
356768,-79.2632541829,43.6944651279,Scarborough,Scarborough Southwest
376256,-79.3742321827,43.7404912251,North York,Don Valley West
13141,-79.5880805448,43.6602730575,Etobicoke,Etobicoke Centre
211088,-79.5529053706,43.7382561706,Etobicoke,Etobicoke North
501004,-79.213523069,43.823610777,Scarborough,Scarborough-Rouge Park
18112,-79.5456541423,43.6415359039,Etobicoke,Etobicoke Centre
385990,-79.3756687444,43.761459531,North York,Don Valley West
345061,-79.3008480757,43.6757449184,former Toronto,Beaches-East York
407429,-79.3604653482,43.797183807,North York,Don Valley North
319722,-79.3749391856,43.7003753375,former Toronto,Don Valley West
202866,-79.5734307029,43.7277444817,Etobicoke,Etobicoke North
491740,-79.1935793225,43.7653485476,Scarborough,Scarborough-Guildwood
227784,-79.4895051889,43.7424613285,North York,York Centre
327819,-79.3255033439,43.6804794928,former Toronto,Toronto-Danforth
179463,-79.408697167,43.680066083,former Toronto,Toronto-St. Paul's
95617,-79.4863617715,43.6866112567,York,York South-Weston
419343,-79.2510867307,43.7313261577,Scarborough,Scarborough Southwest
334502,-79.314945831,43.6794234846,former Toronto,Beaches-East York
44748,-79.509440255,43.620292988,Etobicoke,Etobicoke-Lakeshore
164771,-79.4421054465,43.6899198068,York,Toronto-St. Paul's
301607,-79.3333560675,43.6655385853,former Toronto,Toronto-Danforth
438350,-79.3204374134,43.8043364758,Scarborough,Scarborough-Agincourt
415866,-79.257861578,43.724621402,Scarborough,Scarborough Southwest
71090,-79.4569599355,43.6586969389,former Toronto,Parkdale-High Park
223611,-79.522666217,43.739307128,North York,Humber River-Black Creek
411707,-79.3015536739,43.8023248696,Scarborough,Scarborough-Agincourt
501370,-79.2040609372,43.8232299379,Scarborough,Scarborough-Rouge Park
502695,-79.178175489,43.800960482,Scarborough,Scarborough-Rouge Park
173973,-79.4467780864,43.7104503983,North York,Eglinton-Lawrence
504133,-79.171452643,43.8074664008,Scarborough,Scarborough-Rouge Park
292844,-79.344434466,43.659403979,former Toronto,Toronto-Danforth
481170,-79.2086868645,43.7834960445,Scarborough,Scarborough-Guildwood
53230,-79.5242706922,43.6416276743,Etobicoke,Etobicoke-Lakeshore
461079,-79.2694410357,43.8274138772,Scarborough,Scarborough North
8484,-79.5427008524,43.6251771018,Etobicoke,Etobicoke-Lakeshore
167800,-79.4254400063,43.6814283271,former Toronto,Toronto-St. Paul's
148880,-79.3852863696,43.650939458,former Toronto,Spadina-Fort York
32086,-79.5407212305,43.691650141,Etobicoke,Etobicoke Centre
49862,-79.488197094,43.621090845,Etobicoke,Etobicoke-Lakeshore
424343,-79.2502008076,43.7476981213,Scarborough,Scarborough Centre
494312,-79.2940994488,43.8219600853,Scarborough,Scarborough North
459917,-79.2599507851,43.8071612266,Scarborough,Scarborough North
234851,-79.4983693594,43.7610514744,North York,Humber River-Black Creek
204327,-79.5766917543,43.7351888934,Etobicoke,Etobicoke North
180799,-79.4079539472,43.6864650485,former Toronto,Toronto-St. Paul's
327167,-79.3359664136,43.6879660242,East York,Toronto-Danforth
422755,-79.2620075292,43.7584818371,Scarborough,Scarborough Centre
363635,-79.2530513006,43.7001107344,Scarborough,Scarborough Southwest
353234,-79.2912834458,43.7036128563,Scarborough,Scarborough Southwest
223840,-79.5093611144,43.7500833608,North York,Humber River-Black Creek
87792,-79.4979871214,43.6941362656,North York,York South-Weston
150752,-79.4026324572,43.6603369129,former Toronto,University-Rosedale
86135,-79.494572365,43.681194864,York,York South-Weston
468400,-79.2051130801,43.7514776643,Scarborough,Scarborough-Guildwood
72198,-79.4856550392,43.6630347451,York,Parkdale-High Park
132005,-79.4213022471,43.6602899548,former Toronto,University-Rosedale
446858,-79.3579059946,43.8110869715,North York,Don Valley North
73139,-79.4807571785,43.6615978901,former Toronto,Parkdale-High Park
354181,-79.2987985324,43.7087766053,East York,Beaches-East York
277605,-79.3993203962,43.7828908799,North York,Willowdale
393424,-79.3321638282,43.7935527672,North York,Don Valley North
193216,-79.3872985082,43.7077079894,former Toronto,Don Valley West
467015,-79.2083691439,43.7489385697,Scarborough,Scarborough-Guildwood
373621,-79.25049523,43.719145258,Scarborough,Scarborough Southwest
296719,-79.3496724386,43.6762073561,former Toronto,Toronto-Danforth
524986,-79.521082549,43.62197595,Etobicoke,Etobicoke-Lakeshore
83401,-79.515255451,43.6890581888,Etobicoke,Etobicoke Centre
347644,-79.2822810954,43.6755548143,former Toronto,Beaches-East York
469078,-79.1855850465,43.7556189874,Scarborough,Scarborough-Guildwood
318271,-79.3506652704,43.6960459732,East York,Toronto-Danforth
16923,-79.5566537242,43.6445775567,Etobicoke,Etobicoke Centre
32361,-79.5392163176,43.6912519428,Etobicoke,Etobicoke Centre
218236,-79.525578155,43.767913899,North York,Humber River-Black Creek
406349,-79.31519549,43.800495452,Scarborough,Scarborough-Agincourt
193065,-79.3925281936,43.7018919524,former Toronto,Toronto-St. Paul's
411938,-79.3091326367,43.8229497955,Scarborough,Scarborough-Agincourt
503511,-79.173319541,43.805321297,Scarborough,Scarborough-Rouge Park
232519,-79.4589869174,43.73388764,North York,York Centre
456276,-79.2844335202,43.8249550651,Scarborough,Scarborough North
75457,-79.4763253833,43.6712123784,former Toronto,York South-Weston
470201,-79.2284588059,43.7631154725,Scarborough,Scarborough-Guildwood
163210,-79.4449520796,43.6909360775,York,Toronto-St. Paul's
51679,-79.5232823139,43.639151409,Etobicoke,Etobicoke-Lakeshore
5436,-79.5409617821,43.6076561365,Etobicoke,Etobicoke-Lakeshore
97663,-79.4641069889,43.6813684097,York,Davenport
72963,-79.4817162659,43.6635831157,former Toronto,Parkdale-High Park
392480,-79.3250703455,43.7629838819,North York,Don Valley East
61615,-79.504911537,43.679237934,York,York South-Weston
429516,-79.3020520377,43.7955201188,Scarborough,Scarborough-Agincourt
398886,-79.304923863,43.688493807,former Toronto,Beaches-East York
338683,-79.3171990905,43.6953348541,East York,Beaches-East York
473604,-79.2205845678,43.7705860922,Scarborough,Scarborough-Guildwood
352861,-79.300626614,43.7157282559,East York,Beaches-East York
352898,-79.2904746945,43.7094136095,Scarborough,Scarborough Southwest
106539,-79.4670884187,43.7020367333,North York,Eglinton-Lawrence
146965,-79.3919314188,43.6481691621,former Toronto,Spadina-Fort York
493214,-79.1311198119,43.7828344951,Scarborough,Scarborough-Rouge Park
313221,-79.3707859266,43.6897366634,former Toronto,University-Rosedale
856,-79.5389945969,43.5886507215,Etobicoke,Etobicoke-Lakeshore
90687,-79.5056800274,43.7036298149,York,York South-Weston
274798,-79.3797342988,43.7702272636,North York,Don Valley North
281999,-79.3699565269,43.6470414896,former Toronto,Spadina-Fort York
481514,-79.2235126165,43.7986626288,Scarborough,Scarborough North
500388,-79.2229007718,43.8232574563,Scarborough,Scarborough-Rouge Park
367457,-79.2735796977,43.711254322,Scarborough,Scarborough Southwest
51872,-79.4302801782,43.6346161162,former Toronto,Parkdale-High Park
492042,-79.1872853174,43.7652588645,Scarborough,Scarborough-Guildwood
238171,-79.4560412564,43.7726067195,North York,York Centre
417373,-79.2618334933,43.7389189422,Scarborough,Scarborough Centre
149218,-79.4101402666,43.6618214598,former Toronto,University-Rosedale
411879,-79.3004306473,43.8046789458,Scarborough,Scarborough-Agincourt
107562,-79.444686365,43.641766727,former Toronto,Parkdale-High Park
352324,-79.2979201979,43.7157267351,Scarborough,Scarborough Southwest
351588,-79.2892561625,43.7085622267,Scarborough,Scarborough Southwest
242693,-79.418277748,43.725352323,North York,Eglinton-Lawrence
303027,-79.329046707,43.665870175,former Toronto,Toronto-Danforth
351319,-79.2876166985,43.6836230973,former Toronto,Beaches-East York
120319,-79.4267460575,43.6591664354,former Toronto,Davenport
311396,-79.3085171928,43.6697936682,former Toronto,Beaches-East York
262158,-79.4486888454,43.7668697544,North York,York Centre
68702,-79.471718714,43.6549766909,former Toronto,Parkdale-High Park
413489,-79.2758907315,43.7431628879,Scarborough,Scarborough Centre
21310,-79.5542399861,43.6597903769,Etobicoke,Etobicoke Centre
73987,-79.4783075062,43.6653744213,former Toronto,Parkdale-High Park
201262,-79.587241667,43.734316339,Etobicoke,Etobicoke North
361080,-79.2962932874,43.6853138713,former Toronto,Beaches-East York
407719,-79.2851581507,43.7268192232,Scarborough,Scarborough Southwest
279336,-79.397128743,43.7851213829,North York,Willowdale
185161,-79.4150975698,43.7071300239,former Toronto,Eglinton-Lawrence
77611,-79.467054901,43.6643738113,former Toronto,Parkdale-High Park
267487,-79.4360089693,43.7874552864,North York,Willowdale
344063,-79.3061841464,43.6722499056,former Toronto,Beaches-East York
180725,-79.4047612271,43.6837320529,former Toronto,Toronto-St. Paul's
431603,-79.2815688449,43.7988535423,Scarborough,Scarborough North
404898,-79.3051048268,43.7500394586,Scarborough,Scarborough Centre
50260,-79.4871284885,43.6312922283,Etobicoke,Etobicoke-Lakeshore
272392,-79.4113456,43.774661126,North York,Willowdale
267536,-79.4437491095,43.7898626744,North York,Willowdale
222775,-79.5189347906,43.7417294971,North York,Humber River-Black Creek
402488,-79.33829293,43.7822109,North York,Don Valley North
113572,-79.4417247554,43.6560065415,former Toronto,Davenport
85166,-79.5197739552,43.6931875734,Etobicoke,Etobicoke Centre
180732,-79.4017532881,43.6811658671,former Toronto,Toronto-St. Paul's
424548,-79.2471707515,43.7495159092,Scarborough,Scarborough Centre
367719,-79.2721011601,43.7123904536,Scarborough,Scarborough Southwest
398697,-79.2761061389,43.7263108527,Scarborough,Scarborough Southwest
147746,-79.379589293,43.6557893822,former Toronto,Toronto Centre
245669,-79.4488141902,43.7430127433,North York,York Centre
426955,-79.299629399,43.7797584189,Scarborough,Scarborough-Agincourt
480925,-79.2253246092,43.7956711788,Scarborough,Scarborough North
92067,-79.4969226227,43.70227623,North York,York South-Weston
108274,-79.4507898461,43.6485306356,former Toronto,Parkdale-High Park
144672,-79.3985184339,43.6571805111,former Toronto,University-Rosedale
305317,-79.3285634347,43.6705713453,former Toronto,Toronto-Danforth
24958,-79.5721933293,43.6841602795,Etobicoke,Etobicoke North
209744,-79.5706771038,43.7601042257,North York,Humber River-Black Creek
337391,-79.3196283527,43.6907201386,East York,Beaches-East York
185067,-79.3842642361,43.6889648724,former Toronto,University-Rosedale
135031,-79.4253641466,43.6782094475,former Toronto,Toronto-St. Paul's
86646,-79.4903076711,43.6823146602,York,York South-Weston
68021,-79.4819284906,43.6570724674,former Toronto,Parkdale-High Park
110541,-79.43560259,43.6442698132,former Toronto,Parkdale-High Park
140418,-79.398892787,43.648966384,former Toronto,Spadina-Fort York
1418,-79.52859479,43.5940006507,Etobicoke,Etobicoke-Lakeshore
226468,-79.5055249951,43.7466788468,North York,Humber River-Black Creek
333865,-79.3211394682,43.686760108,former Toronto,Beaches-East York
272338,-79.3977207973,43.7620077533,North York,Willowdale
168895,-79.4239103665,43.6832055394,York,Toronto-St. Paul's
400818,-79.3292609794,43.7753026001,North York,Don Valley North
504856,-79.1604785497,43.806308904,Scarborough,Scarborough-Rouge Park
230144,-79.487840338,43.735174399,North York,York Centre
166802,-79.4300650199,43.6810482187,former Toronto,Toronto-St. Paul's
69452,-79.4686062171,43.6566523968,former Toronto,Parkdale-High Park
505372,-79.340784627,43.769791212,North York,Don Valley North
