,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
118492,Boston,42.288414,-71.091858,25.298267000000006,1,POINT (-71.091858 42.288414),54669,Residential
11863,Boston,42.325325,-71.10865,29.900272,1,POINT (-71.10865 42.325325),55754,Residential
8155,Boston,42.315899,-71.115219,28.881742,1,POINT (-71.115219 42.315899),55804,Residential
37511,Boston,42.367249,-71.05442,24.891218,1,POINT (-71.05441999999999 42.367249),55130,Residential
105921,Boston,42.26989,-71.166733,26.734695,1,POINT (-71.16673299999999 42.26989),54449,Residential
118075,Boston,42.287441,-71.03989399999998,28.757507,1,POINT (-71.03989399999998 42.287441),55740,Residential
117171,Boston,42.286137,-71.106308,30.286398,1,POINT (-71.106308 42.286137),54292,Residential
112616,Boston,42.278988,-71.141212,25.76219,1,POINT (-71.141212 42.278988),54250,Residential
2852,Boston,42.29705,-71.069061,29.538231,1,POINT (-71.069061 42.29705),55654,Residential
12107,Boston,42.325974,-71.090637,27.788082,1,POINT (-71.090637 42.325974),54740,Residential
30741,Boston,42.355873,-71.15969100000002,25.084572,1,POINT (-71.15969100000002 42.355873),55303,Residential
9688,Boston,42.319473,-71.106773,26.77302,1,POINT (-71.106773 42.319473),55836,Residential
12863,Boston,42.327923,-71.056862,26.635223,1,POINT (-71.056862 42.327923),55410,Residential
124847,Boston,42.304337,-71.128822,30.878235,1,POINT (-71.128822 42.304337),54244,Residential
113563,Boston,42.280418,-71.06308,25.130877,1,POINT (-71.06308 42.280418),55729,Residential
18103,Boston,42.337025,-71.048233,26.290716,1,POINT (-71.048233 42.337025),54631,Residential
6227,Boston,42.311024,-71.062866,24.992897,1,POINT (-71.062866 42.311024),55664,Residential
14806,Boston,42.331497,-71.106964,27.570978000000004,1,POINT (-71.106964 42.331497),55041,Residential
17713,Boston,42.336372,-71.04673000000003,25.530342,1,POINT (-71.04673000000003 42.336372),54631,Residential
38150,Boston,42.368225,-71.035851,26.75666,1,POINT (-71.03585099999999 42.368225),55499,Residential
124988,Boston,42.304665,-71.129013,25.282759,1,POINT (-71.129013 42.304665),54244,Residential
3785,Boston,42.301273,-71.070747,27.864513,1,POINT (-71.070747 42.301273),55654,Residential
24360,Boston,42.346451,-71.15124499999997,27.372105,1,POINT (-71.15124499999997 42.346451),55252,Residential
94744,Boston,42.254936,-71.132202,26.920652,1,POINT (-71.13220200000001 42.254936),54363,Residential
7118,Boston,42.313297,-71.06568100000001,25.339828,1,POINT (-71.06568100000001 42.313297),55664,Residential
8748,Boston,42.3172,-71.091202,27.747831,1,POINT (-71.091202 42.3172),54749,Residential
27766,Boston,42.350998,-71.16250600000002,28.102646000000004,1,POINT (-71.16250600000002 42.350998),55293,Residential
4211,Boston,42.303223,-71.061745,25.225496,1,POINT (-71.061745 42.303223),55654,Residential
121526,Boston,42.294914,-71.138397,27.701727,1,POINT (-71.138397 42.294914),54450,Residential
9001,Boston,42.317848,-71.088196,25.767109,1,POINT (-71.088196 42.317848),55551,Residential
123704,Boston,42.30109,-71.108559,25.282394,1,POINT (-71.108559 42.30109),55815,Residential
107101,Boston,42.271515,-71.09073599999998,29.954504,1,POINT (-71.09073599999998 42.271515),54652,Residential
4879,Boston,42.306473,-71.06061600000002,28.026564,1,POINT (-71.06061600000002 42.306473),55638,Residential
116287,Boston,42.284512,-71.151909,28.755547,1,POINT (-71.151909 42.284512),54501,Residential
45826,Boston,42.379272,-71.054611,29.232512,1,POINT (-71.05461099999999 42.379272),54851,Residential
6381,Boston,42.311348,-71.083321,26.080994,1,POINT (-71.083321 42.311348),55539,Residential
2201,Boston,42.294125,-71.064743,25.560188,1,POINT (-71.06474300000001 42.294125),55663,Residential
6302,Boston,42.311291,-71.111877,26.082701,1,POINT (-71.11187700000001 42.311291),55811,Residential
118960,Boston,42.289085,-71.083969,25.843178,1,POINT (-71.083969 42.289085),54228,Residential
93954,Boston,42.253963,-71.11438000000003,29.860016,1,POINT (-71.11438000000003 42.253963),54429,Residential
91950,Boston,42.251362,-71.11663100000001,26.908384,1,POINT (-71.11663100000001 42.251362),54430,Residential
18488,Boston,42.337673,-71.033592,27.568947,1,POINT (-71.033592 42.337673),54595,Residential
9528,Boston,42.319149,-71.089325,26.017553,1,POINT (-71.089325 42.319149),54749,Residential
323,Boston,42.28273,-71.0495,24.965834,1,POINT (-71.04949999999999 42.28273),55703,Residential
116484,Boston,42.28484,-71.15097,28.893890000000006,1,POINT (-71.15097 42.28484),54501,Residential
87381,Boston,42.24519,-71.123947,26.46081,1,POINT (-71.123947 42.24519),54430,Residential
16280,Boston,42.334099,-71.046539,26.424931,1,POINT (-71.046539 42.334099),54595,Residential
22456,Boston,42.343849,-71.073189,28.886663,1,POINT (-71.073189 42.343849),54895,Residential
115904,Boston,42.283863,-71.165413,28.678507,1,POINT (-71.165413 42.283863),54446,Residential
106097,Boston,42.270214,-71.098991,24.990446,1,POINT (-71.098991 42.270214),54665,Residential
104829,Boston,42.268265,-71.15303,27.00532,1,POINT (-71.15303 42.268265),54481,Residential
28176,Boston,42.35165,-71.132858,29.49086,1,POINT (-71.132858 42.35165),55387,Residential
116467,Boston,42.28484,-71.140839,25.123299,1,POINT (-71.140839 42.28484),54250,Residential
97786,Boston,42.258839,-71.16147600000002,25.011864000000006,1,POINT (-71.16147600000002 42.258839),54449,Residential
8341,Boston,42.316223,-71.077499,30.286652,1,POINT (-71.077499 42.316223),55523,Residential
17085,Boston,42.3354,-71.035286,27.895056,1,POINT (-71.035286 42.3354),54631,Residential
10793,Boston,42.322399,-71.10620899999998,27.615488,1,POINT (-71.10620899999998 42.322399),55836,Residential
1445,Boston,42.290546,-71.048416,27.862406,1,POINT (-71.048416 42.290546),55721,Residential
106597,Boston,42.270863,-71.106499,26.201038,1,POINT (-71.106499 42.270863),54331,Residential
121011,Boston,42.293613,-71.135773,27.560677,1,POINT (-71.135773 42.293613),54265,Residential
20993,Boston,42.341576,-71.088387,32.683772999999995,1,POINT (-71.088387 42.341576),55146,Residential
16258,Boston,42.334099,-71.034157,30.035711,1,POINT (-71.03415699999999 42.334099),54595,Residential
30210,Boston,42.3549,-71.158752,29.139845,1,POINT (-71.15875200000001 42.3549),55328,Residential
27880,Boston,42.351322,-71.087257,27.936415000000004,1,POINT (-71.08725699999999 42.351322),55192,Residential
17073,Boston,42.335396,-71.028526,30.427912,1,POINT (-71.028526 42.335396),54595,Residential
7594,Boston,42.314274,-71.102272,26.766508,1,POINT (-71.102272 42.314274),55791,Residential
121897,Boston,42.295887,-71.13633,34.002689000000004,1,POINT (-71.13633 42.295887),54450,Residential
37288,Boston,42.366924,-71.054985,27.938997,1,POINT (-71.054985 42.366924),55130,Residential
26938,Boston,42.350025,-71.098892,27.092093,1,POINT (-71.09889200000001 42.350025),55217,Residential
116280,Boston,42.284512,-71.148155,33.094883,1,POINT (-71.148155 42.284512),54445,Residential
7976,Boston,42.31525,-71.091202,27.479261,1,POINT (-71.091202 42.31525),54749,Residential
2937,Boston,42.297375,-71.075249,28.664816,1,POINT (-71.075249 42.297375),55654,Residential
15851,Boston,42.33345,-71.037537,27.021585,1,POINT (-71.037537 42.33345),54595,Residential
28557,Boston,42.352299,-71.082565,30.666319,1,POINT (-71.082565 42.352299),55192,Residential
115592,Boston,42.28353900000001,-71.094673,25.094955,1,POINT (-71.094673 42.28353900000001),54645,Residential
9651,Boston,42.319473,-71.084259,28.115942,1,POINT (-71.084259 42.319473),55551,Residential
117972,Boston,42.287437,-71.115318,25.043772,1,POINT (-71.115318 42.287437),54237,Residential
645,Boston,42.285519,-71.06933599999998,31.149376,1,POINT (-71.06933599999998 42.285519),55626,Residential
105686,Boston,42.269562,-71.162788,27.504881,1,POINT (-71.16278800000001 42.269562),54449,Residential
9743,Boston,42.319798,-71.063057,26.427740000000004,1,POINT (-71.063057 42.319798),55570,Residential
7557,Boston,42.314274,-71.08163499999998,27.658482,1,POINT (-71.08163499999998 42.314274),55544,Residential
10263,Boston,42.321098,-71.079941,27.202929,1,POINT (-71.07994100000001 42.321098),55544,Residential
9640,Boston,42.319473,-71.078255,32.186932,1,POINT (-71.078255 42.319473),55544,Residential
27516,Boston,42.350674,-71.161568,25.327892,1,POINT (-71.161568 42.350674),55293,Residential
118942,Boston,42.289062,-71.171799,26.42803,1,POINT (-71.17179899999999 42.289062),54446,Residential
110580,Boston,42.276062,-71.117752,28.339787,1,POINT (-71.117752 42.276062),54250,Residential
110735,Boston,42.276386,-71.07253299999998,26.69031,1,POINT (-71.07253299999998 42.276386),55568,Residential
995,Boston,42.287945,-71.06755799999998,30.830706,1,POINT (-71.06755799999998 42.287945),55626,Residential
7562,Boston,42.314274,-71.084259,27.862593,1,POINT (-71.084259 42.314274),54586,Residential
4827,Boston,42.306149,-71.071312,26.691906,1,POINT (-71.07131200000001 42.306149),55662,Residential
38975,Boston,42.369522,-71.040352,28.150791,1,POINT (-71.040352 42.369522),55464,Residential
17674,Boston,42.336357,-71.025688,31.388527000000003,1,POINT (-71.025688 42.336357),54595,Residential
117153,Boston,42.286137,-71.092422,25.350302,1,POINT (-71.092422 42.286137),54669,Residential
21158,Boston,42.3419,-71.070938,26.203003,1,POINT (-71.070938 42.3419),54901,Residential
17592,Boston,42.336048,-71.100578,25.241619,1,POINT (-71.100578 42.336048),55228,Residential
25342,Boston,42.347748,-71.152367,27.208019,1,POINT (-71.152367 42.347748),55252,Residential
26803,Boston,42.349697,-71.163628,31.11845,1,POINT (-71.163628 42.349697),55293,Residential
2048,Boston,42.293472,-71.05611400000002,28.797903,1,POINT (-71.05611400000002 42.293472),55692,Residential
15096,Boston,42.33215,-71.043915,29.609541,1,POINT (-71.043915 42.33215),54595,Residential
6513,Boston,42.311672,-71.087631,31.726954,1,POINT (-71.087631 42.311672),54588,Residential
15855,Boston,42.33345,-71.039787,29.360788,1,POINT (-71.039787 42.33345),54595,Residential
2678,Boston,42.296398,-71.054047,27.643051,1,POINT (-71.054047 42.296398),55721,Residential
3709,Boston,42.300949,-71.066429,32.915974,1,POINT (-71.066429 42.300949),55654,Residential
126417,Boston,42.307613,-71.116051,32.394863,1,POINT (-71.116051 42.307613),55822,Residential
102067,Boston,42.264362,-71.11663100000001,25.911503,1,POINT (-71.11663100000001 42.264362),54331,Residential
9023,Boston,42.317848,-71.100578,29.822969,1,POINT (-71.100578 42.317848),55770,Residential
113855,Boston,42.280937,-71.08717299999998,27.959614,1,POINT (-71.08717299999998 42.280937),54674,Residential
121566,Boston,42.294914,-71.164291,25.676332,1,POINT (-71.16429100000001 42.294914),54446,Residential
40267,Boston,42.371475,-71.040352,25.429798,1,POINT (-71.040352 42.371475),55464,Residential
118561,Boston,42.288414,-71.145149,29.019955,1,POINT (-71.145149 42.288414),54488,Residential
114125,Boston,42.281261,-71.12150600000002,25.567034,1,POINT (-71.12150600000002 42.281261),54250,Residential
21498,Boston,42.342224,-71.150681,33.113476,1,POINT (-71.15068100000001 42.342224),55361,Residential
47783,Boston,42.381874,-71.020088,25.249392,1,POINT (-71.020088 42.381874),55443,Residential
113222,Boston,42.279964,-71.12150600000002,28.530304,1,POINT (-71.12150600000002 42.279964),54250,Residential
97740,Boston,42.258839,-71.120949,26.352627,1,POINT (-71.120949 42.258839),54344,Residential
4369,Boston,42.303875,-71.076378,28.644716,1,POINT (-71.07637800000001 42.303875),55662,Residential
10848,Boston,42.322723,-71.070374,28.770662,1,POINT (-71.070374 42.322723),54537,Residential
88018,Boston,42.246162,-71.11663100000001,25.501415,1,POINT (-71.11663100000001 42.246162),54429,Residential
17090,Boston,42.3354,-71.03828399999998,26.359346,1,POINT (-71.03828399999998 42.3354),54631,Residential
117419,Boston,42.286465,-71.134644,28.924839,1,POINT (-71.13464399999999 42.286465),54278,Residential
46813,Boston,42.380573,-71.06399499999998,28.325844,1,POINT (-71.06399499999998 42.380573),54821,Residential
1664,Boston,42.291523,-71.065117,32.853943,1,POINT (-71.065117 42.291523),55643,Residential
48286,Boston,42.382523,-70.998322,27.583418,1,POINT (-70.998322 42.382523),55429,Residential
22683,Boston,42.344173,-71.076004,26.65436,1,POINT (-71.076004 42.344173),54895,Residential
1346,Boston,42.289898,-71.060806,26.315792,1,POINT (-71.060806 42.289898),55711,Residential
17687,Boston,42.336372,-71.030968,25.176973,1,POINT (-71.030968 42.336372),54595,Residential
1313,Boston,42.289875,-71.046097,25.477839000000003,1,POINT (-71.046097 42.289875),55721,Residential
119512,Boston,42.290363,-71.11663100000001,27.256948,1,POINT (-71.11663100000001 42.290363),54238,Residential
381,Boston,42.283241,-71.065399,27.867331,1,POINT (-71.065399 42.283241),55593,Residential
110777,Boston,42.276386,-71.099182,25.792871,1,POINT (-71.099182 42.276386),54638,Residential
125529,Boston,42.305649,-71.114182,34.976158,1,POINT (-71.114182 42.305649),54249,Residential
121021,Boston,42.293613,-71.141396,24.896397,1,POINT (-71.141396 42.293613),54450,Residential
19384,Boston,42.338974,-71.04673000000003,27.559313,1,POINT (-71.04673000000003 42.338974),54597,Residential
3301,Boston,42.299,-71.076561,27.605635,1,POINT (-71.076561 42.299),55654,Residential
33139,Boston,42.3601,-71.064178,27.808167,1,POINT (-71.064178 42.3601),55214,Residential
112975,Boston,42.279636,-71.087921,29.960115,1,POINT (-71.08792099999999 42.279636),54674,Residential
3660,Boston,42.300625,-71.079376,29.222473,1,POINT (-71.079376 42.300625),55654,Residential
27053,Boston,42.350025,-71.16757199999998,27.62245,1,POINT (-71.16757199999998 42.350025),55297,Residential
117147,Boston,42.286137,-71.08905,28.385521,1,POINT (-71.08905 42.286137),54674,Residential
103957,Boston,42.266964,-71.151909,25.202219,1,POINT (-71.151909 42.266964),54480,Residential
110071,Boston,42.27541400000001,-71.092987,29.17061,1,POINT (-71.09298699999999 42.27541400000001),54674,Residential
108632,Boston,42.273464,-71.089989,26.577061,1,POINT (-71.089989 42.273464),54649,Residential
122248,Boston,42.296864,-71.147026,28.226326,1,POINT (-71.147026 42.296864),54446,Residential
118571,Boston,42.288414,-71.15078000000003,27.911337,1,POINT (-71.15078000000003 42.288414),54446,Residential
4982,Boston,42.306801,-71.079941,26.738899,1,POINT (-71.07994100000001 42.306801),54752,Residential
111041,Boston,42.276714,-71.130516,28.450605,1,POINT (-71.130516 42.276714),54250,Residential
16440,Boston,42.334389,-71.02681700000002,26.173277,1,POINT (-71.02681700000002 42.334389),54595,Residential
33040,Boston,42.359776,-71.125916,26.312140000000007,1,POINT (-71.125916 42.359776),55315,Residential
15623,Boston,42.333035,-71.026787,25.710091,1,POINT (-71.026787 42.333035),54595,Residential
117849,Boston,42.287113,-71.15753199999997,25.545914,1,POINT (-71.15753199999997 42.287113),54446,Residential
97532,Boston,42.258514,-71.157158,25.13781,1,POINT (-71.157158 42.258514),54439,Residential
19854,Boston,42.339622,-71.10790300000002,26.463913,1,POINT (-71.10790300000002 42.339622),55201,Residential
8499,Boston,42.316547,-71.095703,26.16468,1,POINT (-71.095703 42.316547),54749,Residential
2435,Boston,42.295097,-71.07769,29.597649,1,POINT (-71.07769 42.295097),55564,Residential
34014,Boston,42.361401,-71.139984,28.366705,1,POINT (-71.139984 42.361401),55339,Residential
11847,Boston,42.325325,-71.099648,26.543791,1,POINT (-71.099648 42.325325),55781,Residential
5059,Boston,42.307125,-71.078255,25.006584,1,POINT (-71.078255 42.307125),55523,Residential
41834,Boston,42.373749,-71.035286,26.988512,1,POINT (-71.035286 42.373749),55499,Residential
94485,Boston,42.254612,-71.133514,26.533667,1,POINT (-71.13351400000001 42.254612),54363,Residential
116437,Boston,42.28484,-71.123947,33.325615,1,POINT (-71.123947 42.28484),54250,Residential
113254,Boston,42.279964,-71.141769,26.984869,1,POINT (-71.141769 42.279964),54299,Residential
119262,Boston,42.289715,-71.16879300000002,26.834524,1,POINT (-71.16879300000002 42.289715),54446,Residential
7163,Boston,42.313297,-71.091202,29.464218,1,POINT (-71.091202 42.313297),54749,Residential
6220,Boston,42.311024,-71.05836500000002,28.335649,1,POINT (-71.05836500000002 42.311024),55602,Residential
30727,Boston,42.355873,-71.15181,27.674166,1,POINT (-71.15181 42.355873),55299,Residential
100264,Boston,42.262089,-71.123947,33.324711,1,POINT (-71.123947 42.262089),54363,Residential
8865,Boston,42.317524,-71.084259,27.751528000000004,1,POINT (-71.084259 42.317524),55551,Residential
8073,Boston,42.315575,-71.071877,27.538383000000003,1,POINT (-71.071877 42.315575),55517,Residential
29616,Boston,42.353924,-71.13942,25.395332,1,POINT (-71.13942 42.353924),55306,Residential
114072,Boston,42.281261,-71.08210799999998,25.495375,1,POINT (-71.08210799999998 42.281261),55613,Residential
107113,Boston,42.271515,-71.097862,28.731876,1,POINT (-71.09786200000001 42.271515),54638,Residential
7072,Boston,42.31324,-71.11525,27.388371000000006,1,POINT (-71.11525 42.31324),55826,Residential
116068,Boston,42.284187,-71.14196,30.821133000000003,1,POINT (-71.14196 42.284187),54250,Residential
113739,Boston,42.280613,-71.162788,27.263834000000006,1,POINT (-71.16278800000001 42.280613),54446,Residential
1013,Boston,42.287949,-71.056679,28.470493,1,POINT (-71.056679 42.287949),55691,Residential
118603,Boston,42.288414,-71.16954,25.45056,1,POINT (-71.16954 42.288414),54446,Residential
110515,Boston,42.276062,-71.073097,31.525862,1,POINT (-71.073097 42.276062),55568,Residential
11859,Boston,42.325325,-71.1064,25.308298,1,POINT (-71.10639999999999 42.325325),55764,Residential
7578,Boston,42.314274,-71.093262,26.600655,1,POINT (-71.093262 42.314274),54749,Residential
110040,Boston,42.27541400000001,-71.07047299999998,27.803755,1,POINT (-71.07047299999998 42.27541400000001),55568,Residential
116712,Boston,42.285164,-71.168419,26.738026,1,POINT (-71.168419 42.285164),54446,Residential
98492,Boston,42.259811,-71.118881,32.113647,1,POINT (-71.118881 42.259811),54331,Residential
16275,Boston,42.334099,-71.043915,33.615551,1,POINT (-71.043915 42.334099),54595,Residential
102346,Boston,42.264687,-71.151344,26.674694,1,POINT (-71.15134399999999 42.264687),54438,Residential
12508,Boston,42.32695,-71.094955,29.832388,1,POINT (-71.094955 42.32695),54740,Residential
25810,Boston,42.3484,-71.15424300000002,26.440979,1,POINT (-71.15424300000002 42.3484),55252,Residential
117660,Boston,42.286789,-71.161102,28.867895,1,POINT (-71.161102 42.286789),54487,Residential
7335,Boston,42.31385,-71.11752299999998,30.733101,1,POINT (-71.11752299999998 42.31385),55825,Residential
116105,Boston,42.284187,-71.16372700000002,25.822638,1,POINT (-71.16372700000002 42.284187),54446,Residential
111478,Boston,42.277363,-71.11663100000001,26.298969,1,POINT (-71.11663100000001 42.277363),54307,Residential
28859,Boston,42.352623,-71.16194200000002,25.695385,1,POINT (-71.16194200000002 42.352623),55328,Residential
9022,Boston,42.317848,-71.100204,27.52948,1,POINT (-71.10020400000001 42.317848),55770,Residential
113489,Boston,42.280289,-71.15209200000002,29.168253000000004,1,POINT (-71.15209200000002 42.280289),54445,Residential
102102,Boston,42.264362,-71.153786,25.912607,1,POINT (-71.153786 42.264362),54480,Residential
95783,Boston,42.256237,-71.11869,31.934748,1,POINT (-71.11869 42.256237),54344,Residential
3050,Boston,42.298023,-71.052361,30.608032,1,POINT (-71.052361 42.298023),55695,Residential
31464,Boston,42.357174,-71.133797,27.881107,1,POINT (-71.133797 42.357174),55318,Residential
6535,Boston,42.311672,-71.10302,25.24523,1,POINT (-71.10302 42.311672),55791,Residential
5608,Boston,42.309074,-71.086136,31.079094,1,POINT (-71.086136 42.309074),54588,Residential
115015,Boston,42.282562,-71.141769,26.218088,1,POINT (-71.141769 42.282562),54299,Residential
34485,Boston,42.362373,-71.064743,29.047693,1,POINT (-71.06474300000001 42.362373),55213,Residential
2515,Boston,42.295715,-71.08371700000002,28.877699,1,POINT (-71.08371700000002 42.295715),54675,Residential
25359,Boston,42.347748,-71.166634,26.503391,1,POINT (-71.166634 42.347748),55377,Residential
104803,Boston,42.268265,-71.120384,26.412167,1,POINT (-71.120384 42.268265),54344,Residential
116542,Boston,42.284843,-71.078911,30.507666,1,POINT (-71.07891100000001 42.284843),55618,Residential
5253,Boston,42.308094,-71.102837,33.489025,1,POINT (-71.10283699999999 42.308094),55792,Residential
4971,Boston,42.306801,-71.071312,26.504883000000003,1,POINT (-71.07131200000001 42.306801),55662,Residential
111762,Boston,42.277687,-71.146835,28.073023,1,POINT (-71.146835 42.277687),54445,Residential
28407,Boston,42.351974,-71.139046,30.834835,1,POINT (-71.13904599999999 42.351974),55381,Residential
13505,Boston,42.329224,-71.099648,24.932575,1,POINT (-71.099648 42.329224),55068,Residential
5199,Boston,42.307774,-71.064743,33.066177,1,POINT (-71.06474300000001 42.307774),55664,Residential
109875,Boston,42.275089,-71.126572,24.901239,1,POINT (-71.126572 42.275089),54308,Residential
117252,Boston,42.286137,-71.155846,28.38715,1,POINT (-71.155846 42.286137),54446,Residential
104115,Boston,42.267288,-71.099182,27.2125,1,POINT (-71.099182 42.267288),54665,Residential
3523,Boston,42.299973,-71.080505,29.145084000000004,1,POINT (-71.080505 42.299973),54675,Residential
7554,Boston,42.314274,-71.079758,27.979532,1,POINT (-71.079758 42.314274),55544,Residential
8813,Boston,42.317524,-71.054985,31.167271000000003,1,POINT (-71.054985 42.317524),55672,Residential
116410,Boston,42.28484,-71.096924,27.898876,1,POINT (-71.096924 42.28484),54645,Residential
114423,Boston,42.28159,-71.165977,28.374983,1,POINT (-71.165977 42.28159),54446,Residential
14811,Boston,42.331497,-71.109589,26.170713,1,POINT (-71.109589 42.331497),55062,Residential
88223,Boston,42.246487,-71.119446,25.370581,1,POINT (-71.119446 42.246487),54430,Residential
114824,Boston,42.282238,-71.153595,28.09132,1,POINT (-71.153595 42.282238),54501,Residential
115244,Boston,42.282887,-71.14984100000002,28.696077,1,POINT (-71.14984100000002 42.282887),54445,Residential
113486,Boston,42.280289,-71.14984100000002,25.119175,1,POINT (-71.14984100000002 42.280289),54445,Residential
92201,Boston,42.251686,-71.112686,25.959198,1,POINT (-71.112686 42.251686),54429,Residential
26925,Boston,42.350025,-71.091766,29.220898,1,POINT (-71.09176600000001 42.350025),55200,Residential
949,Boston,42.287624,-71.050102,26.543959,1,POINT (-71.050102 42.287624),55691,Residential
92969,Boston,42.252663,-71.133514,27.640781,1,POINT (-71.13351400000001 42.252663),54363,Residential
8066,Boston,42.315575,-71.068123,26.625147,1,POINT (-71.068123 42.315575),55662,Residential
117872,Boston,42.287113,-71.17067,24.98036,1,POINT (-71.17067 42.287113),54446,Residential
117259,Boston,42.286137,-71.161102,25.044451,1,POINT (-71.161102 42.286137),54487,Residential
8302,Boston,42.316223,-71.05573299999998,29.084738,1,POINT (-71.05573299999998 42.316223),55686,Residential
8823,Boston,42.317524,-71.06061600000002,28.839977,1,POINT (-71.06061600000002 42.317524),55570,Residential
103272,Boston,42.265987,-71.125076,35.259754,1,POINT (-71.12507600000001 42.265987),54363,Residential
47519,Boston,42.38155,-71.019524,28.638285,1,POINT (-71.019524 42.38155),55443,Residential
9340,Boston,42.318825,-71.057236,28.256407,1,POINT (-71.057236 42.318825),55584,Residential
113015,Boston,42.279636,-71.12207,31.78441,1,POINT (-71.12206999999999 42.279636),54250,Residential
17191,Boston,42.3354,-71.102455,25.548012,1,POINT (-71.10245500000001 42.3354),55228,Residential
49027,Boston,42.383499,-71.020271,30.097073,1,POINT (-71.02027099999999 42.383499),55447,Residential
114194,Boston,42.281261,-71.162788,27.667114,1,POINT (-71.16278800000001 42.281261),54446,Residential
16526,Boston,42.334423,-71.077499,30.087669,1,POINT (-71.077499 42.334423),54517,Residential
112674,Boston,42.278988,-71.07103000000002,25.775568,1,POINT (-71.07103000000002 42.278988),55568,Residential
27263,Boston,42.350349,-71.15349599999998,28.955851000000006,1,POINT (-71.15349599999998 42.350349),55328,Residential
9667,Boston,42.319473,-71.093262,25.511137,1,POINT (-71.093262 42.319473),54733,Residential
108911,Boston,42.273788,-71.119446,32.477791,1,POINT (-71.119446 42.273788),54318,Residential
21210,Boston,42.3419,-71.10395799999998,25.581558,1,POINT (-71.10395799999998 42.3419),55211,Residential
44832,Boston,42.377975,-71.03546899999998,33.997516999999995,1,POINT (-71.03546899999998 42.377975),55478,Residential
6472,Boston,42.311672,-71.064743,27.105206,1,POINT (-71.06474300000001 42.311672),55664,Residential
28670,Boston,42.352299,-71.170006,25.869539000000003,1,POINT (-71.170006 42.352299),55297,Residential
23976,Boston,42.346123,-71.066994,29.442858,1,POINT (-71.06699399999999 42.346123),54883,Residential
23437,Boston,42.34515,-71.146362,29.021908000000003,1,POINT (-71.146362 42.34515),55386,Residential
127411,Boston,42.310188,-71.128822,25.654642000000006,1,POINT (-71.128822 42.310188),54244,Residential
27980,Boston,42.351322,-71.149559,26.14057,1,POINT (-71.149559 42.351322),55379,Residential
291,Boston,42.282398,-71.060257,27.451395,1,POINT (-71.06025699999999 42.282398),55713,Residential
115537,Boston,42.283306,-71.069664,28.241932,1,POINT (-71.069664 42.283306),55592,Residential
94465,Boston,42.254612,-71.12113199999997,26.995985,1,POINT (-71.12113199999997 42.254612),54423,Residential
5295,Boston,42.308098,-71.070183,25.497498,1,POINT (-71.070183 42.308098),55664,Residential
7803,Boston,42.314922,-71.068497,25.66243,1,POINT (-71.06849699999999 42.314922),55662,Residential
50018,Boston,42.385124,-71.001694,28.076582,1,POINT (-71.001694 42.385124),55429,Residential
119519,Boston,42.290363,-71.12113199999997,31.122072,1,POINT (-71.12113199999997 42.290363),54268,Residential
120198,Boston,42.291664,-71.147026,29.60008,1,POINT (-71.147026 42.291664),54488,Residential
118959,Boston,42.289085,-71.03933,28.131359000000003,1,POINT (-71.03933000000001 42.289085),55740,Residential
19372,Boston,42.338974,-71.154808,25.951679,1,POINT (-71.154808 42.338974),55373,Residential
46804,Boston,42.380573,-71.057991,27.745869,1,POINT (-71.057991 42.380573),54851,Residential
118242,Boston,42.287762,-71.16503900000002,28.097467,1,POINT (-71.16503900000002 42.287762),54446,Residential
106587,Boston,42.270863,-71.100868,29.921017,1,POINT (-71.10086800000001 42.270863),54638,Residential
111992,Boston,42.278011,-71.151527,30.961164,1,POINT (-71.151527 42.278011),54445,Residential
120169,Boston,42.291664,-71.130516,30.967239000000006,1,POINT (-71.130516 42.291664),54265,Residential
115242,Boston,42.282887,-71.14872,28.453318,1,POINT (-71.14872 42.282887),54445,Residential
107406,Boston,42.271839,-71.12207,26.26524,1,POINT (-71.12206999999999 42.271839),54308,Residential
87831,Boston,42.245838,-71.13333100000001,28.8939,1,POINT (-71.13333100000001 42.245838),54404,Residential
109833,Boston,42.275089,-71.094673,29.758263,1,POINT (-71.094673 42.275089),54645,Residential
10862,Boston,42.322723,-71.078255,25.372255,1,POINT (-71.078255 42.322723),55544,Residential
107627,Boston,42.272163,-71.092239,25.899141,1,POINT (-71.09223900000001 42.272163),54652,Residential
29465,Boston,42.3536,-71.165504,26.12022,1,POINT (-71.165504 42.3536),55297,Residential
85140,Boston,42.241611,-71.137268,25.255383,1,POINT (-71.13726800000001 42.241611),54396,Residential
3771,Boston,42.301273,-71.062866,28.638687,1,POINT (-71.062866 42.301273),55654,Residential
8456,Boston,42.316547,-71.071312,29.181803,1,POINT (-71.07131200000001 42.316547),55517,Residential
4309,Boston,42.303551,-71.08144399999998,25.889284,1,POINT (-71.08144399999998 42.303551),55531,Residential
113842,Boston,42.280937,-71.08004,26.056839,1,POINT (-71.08004 42.280937),55613,Residential
107649,Boston,42.272163,-71.10762,30.132097,1,POINT (-71.10762 42.272163),54331,Residential
9773,Boston,42.319798,-71.079941,28.212263,1,POINT (-71.07994100000001 42.319798),55544,Residential
4566,Boston,42.304848,-71.07356300000002,28.247889,1,POINT (-71.07356300000002 42.304848),55664,Residential
115687,Boston,42.28353900000001,-71.161102,25.834688,1,POINT (-71.161102 42.28353900000001),54487,Residential
