,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
7373,Boston,42.31395,-71.057426,27.040363,1,POINT (-71.05742600000001 42.31395),55584,Residential
114127,Boston,42.281261,-71.122635,25.744911,1,POINT (-71.122635 42.281261),54250,Residential
106306,Boston,42.270538,-71.08004,27.296597,1,POINT (-71.08004 42.270538),54642,Residential
947,Boston,42.287621,-71.06624599999998,27.874014000000006,1,POINT (-71.06624599999998 42.287621),55626,Residential
6328,Boston,42.311348,-71.05216999999998,25.316093,1,POINT (-71.05216999999998 42.311348),55744,Residential
118261,Boston,42.287769,-71.084351,26.760517,1,POINT (-71.084351 42.287769),54673,Residential
18743,Boston,42.337997,-71.049545,27.332865,1,POINT (-71.04954499999999 42.337997),54631,Residential
8893,Boston,42.317524,-71.100021,35.241402,1,POINT (-71.100021 42.317524),55770,Residential
21815,Boston,42.342873,-71.09626800000002,37.81636,1,POINT (-71.09626800000002 42.342873),55181,Residential
9143,Boston,42.318172,-71.095512,27.429886,1,POINT (-71.095512 42.318172),54733,Residential
112739,Boston,42.279312,-71.073097,25.53731,1,POINT (-71.073097 42.279312),55631,Residential
107374,Boston,42.271839,-71.099556,27.497519,1,POINT (-71.09955600000001 42.271839),54638,Residential
32502,Boston,42.358799,-71.132858,26.496719,1,POINT (-71.132858 42.358799),55317,Residential
117543,Boston,42.286789,-71.08717299999998,31.72233,1,POINT (-71.08717299999998 42.286789),54674,Residential
10014,Boston,42.32045,-71.078064,26.123529,1,POINT (-71.078064 42.32045),55544,Residential
7842,Boston,42.314922,-71.090637,26.744463,1,POINT (-71.090637 42.314922),54749,Residential
114939,Boston,42.282562,-71.083229,29.220623,1,POINT (-71.083229 42.282562),55613,Residential
15874,Boston,42.33345,-71.050667,30.716076,1,POINT (-71.050667 42.33345),54595,Residential
22779,Boston,42.344173,-71.13829799999998,27.903849,1,POINT (-71.13829799999998 42.344173),55245,Residential
5634,Boston,42.309376,-71.10697900000002,25.087214000000003,1,POINT (-71.10697900000002 42.309376),55793,Residential
9922,Boston,42.320126,-71.094391,30.802298,1,POINT (-71.094391 42.320126),54733,Residential
119093,Boston,42.289387,-71.16372700000002,28.949549,1,POINT (-71.16372700000002 42.289387),54446,Residential
3154,Boston,42.298347,-71.071312,29.518051,1,POINT (-71.07131200000001 42.298347),55654,Residential
114153,Boston,42.281261,-71.137268,28.929966,1,POINT (-71.13726800000001 42.281261),54250,Residential
34878,Boston,42.363026,-71.068123,25.58308,1,POINT (-71.068123 42.363026),55189,Residential
104556,Boston,42.267937,-71.098427,26.978954,1,POINT (-71.098427 42.267937),54665,Residential
125418,Boston,42.305637,-71.127701,28.969793,1,POINT (-71.127701 42.305637),54244,Residential
1386,Boston,42.290222,-71.049355,29.430164,1,POINT (-71.04935500000001 42.290222),55721,Residential
10652,Boston,42.322075,-71.092888,25.731998,1,POINT (-71.092888 42.322075),54740,Residential
7923,Boston,42.31525,-71.060806,35.693142,1,POINT (-71.060806 42.31525),55570,Residential
11572,Boston,42.324673,-71.08651,26.222227,1,POINT (-71.08651 42.324673),55546,Residential
106661,Boston,42.270863,-71.16879300000002,26.428572,1,POINT (-71.16879300000002 42.270863),54449,Residential
114345,Boston,42.28159,-71.118317,25.957399,1,POINT (-71.118317 42.28159),54250,Residential
328,Boston,42.282742,-71.058929,25.029131,1,POINT (-71.05892900000001 42.282742),55713,Residential
20803,Boston,42.341248,-71.089325,37.690922,1,POINT (-71.089325 42.341248),55146,Residential
108362,Boston,42.273136,-71.07666,27.560066,1,POINT (-71.07666 42.273136),55568,Residential
27985,Boston,42.351322,-71.152557,27.372158,1,POINT (-71.152557 42.351322),55328,Residential
11324,Boston,42.324024,-71.08163499999998,26.850403000000004,1,POINT (-71.08163499999998 42.324024),55544,Residential
118767,Boston,42.288738,-71.167854,29.201698,1,POINT (-71.16785400000001 42.288738),54446,Residential
112833,Boston,42.279312,-71.141769,25.375385,1,POINT (-71.141769 42.279312),54250,Residential
1725,Boston,42.291847,-71.06343100000002,26.248991,1,POINT (-71.06343100000002 42.291847),55644,Residential
11244,Boston,42.3237,-71.104713,32.471592,1,POINT (-71.104713 42.3237),55754,Residential
123730,Boston,42.301414,-71.111,27.159582,1,POINT (-71.111 42.301414),55815,Residential
127374,Boston,42.309868,-71.123756,30.744978000000003,1,POINT (-71.123756 42.309868),54244,Residential
115019,Boston,42.282562,-71.144028,34.679207,1,POINT (-71.14402800000001 42.282562),54299,Residential
100497,Boston,42.262413,-71.099739,25.592655,1,POINT (-71.099739 42.262413),54349,Residential
29746,Boston,42.354248,-71.076942,25.013948000000006,1,POINT (-71.076942 42.354248),55192,Residential
119886,Boston,42.291012,-71.140648,29.650206,1,POINT (-71.140648 42.291012),54450,Residential
40726,Boston,42.372124,-71.06399499999998,25.018858,1,POINT (-71.06399499999998 42.372124),54824,Residential
113212,Boston,42.279964,-71.115875,26.244053000000005,1,POINT (-71.115875 42.279964),54250,Residential
117232,Boston,42.286137,-71.143089,25.688997,1,POINT (-71.143089 42.286137),54274,Residential
46542,Boston,42.380249,-71.034912,25.422401,1,POINT (-71.03491200000001 42.380249),55478,Residential
111090,Boston,42.276714,-71.162788,25.531372,1,POINT (-71.16278800000001 42.276714),54449,Residential
5109,Boston,42.307449,-71.060806,27.2351,1,POINT (-71.060806 42.307449),55664,Residential
23984,Boston,42.346123,-71.071495,35.529095,1,POINT (-71.071495 42.346123),54895,Residential
24336,Boston,42.346451,-71.13736,27.993862,1,POINT (-71.13736 42.346451),55387,Residential
6072,Boston,42.310673,-71.10923000000003,24.964037,1,POINT (-71.10923000000003 42.310673),55811,Residential
114382,Boston,42.28159,-71.139709,26.134272,1,POINT (-71.139709 42.28159),54299,Residential
127768,Boston,42.310875,-71.120926,37.278324,1,POINT (-71.120926 42.310875),55823,Residential
21484,Boston,42.342224,-71.142799,25.921476,1,POINT (-71.142799 42.342224),55387,Residential
29398,Boston,42.3536,-71.12647199999998,28.014086,1,POINT (-71.12647199999998 42.3536),55286,Residential
17156,Boston,42.3354,-71.08219100000002,35.308514,1,POINT (-71.08219100000002 42.3354),54517,Residential
14912,Boston,42.331825,-71.045601,28.181105,1,POINT (-71.045601 42.331825),54595,Residential
120465,Boston,42.292313,-71.136894,25.274656,1,POINT (-71.136894 42.292313),54265,Residential
111267,Boston,42.277039,-71.12957800000002,28.440935,1,POINT (-71.12957800000002 42.277039),54308,Residential
10064,Boston,42.32045,-71.10620899999998,25.917406,1,POINT (-71.10620899999998 42.32045),55836,Residential
120046,Boston,42.29134000000001,-71.143089,25.376553,1,POINT (-71.143089 42.29134000000001),54450,Residential
29665,Boston,42.353924,-71.16869399999999,25.946983,1,POINT (-71.16869399999999 42.353924),55297,Residential
110037,Boston,42.27541400000001,-71.068596,25.918398,1,POINT (-71.068596 42.27541400000001),55632,Residential
121380,Boston,42.294586,-71.11869,26.551744,1,POINT (-71.11869 42.294586),54268,Residential
124300,Boston,42.302753,-71.106476,27.384607,1,POINT (-71.106476 42.302753),55834,Residential
887,Boston,42.287266,-71.06907700000002,29.065401,1,POINT (-71.06907700000002 42.287266),55626,Residential
118797,Boston,42.288769,-71.082649,25.834793,1,POINT (-71.082649 42.288769),54673,Residential
120920,Boston,42.293289,-71.160347,27.459244,1,POINT (-71.160347 42.293289),54446,Residential
112846,Boston,42.279312,-71.149277,28.504965,1,POINT (-71.149277 42.279312),54445,Residential
19232,Boston,42.33865,-71.078819,33.120358,1,POINT (-71.078819 42.33865),54887,Residential
90654,Boston,42.249737,-71.111938,26.015205,1,POINT (-71.11193799999999 42.249737),54429,Residential
19942,Boston,42.339939,-71.158752,28.776188,1,POINT (-71.15875200000001 42.339939),55373,Residential
739,Boston,42.28627,-71.06815300000002,28.120443,1,POINT (-71.06815300000002 42.28627),55626,Residential
37718,Boston,42.367573,-71.038849,25.167606,1,POINT (-71.038849 42.367573),55499,Residential
3457,Boston,42.299648,-71.083694,31.405952000000006,1,POINT (-71.08369399999999 42.299648),54675,Residential
82374,Boston,42.235764,-71.127892,26.355577,1,POINT (-71.127892 42.235764),54380,Residential
120027,Boston,42.29134000000001,-71.132202,30.114464,1,POINT (-71.13220200000001 42.29134000000001),54265,Residential
112386,Boston,42.278664,-71.131264,25.002954000000006,1,POINT (-71.131264 42.278664),54250,Residential
100784,Boston,42.262737,-71.115318,30.164351,1,POINT (-71.115318 42.262737),54331,Residential
565,Boston,42.284969,-71.065903,29.507607,1,POINT (-71.06590300000001 42.284969),55626,Residential
122445,Boston,42.297512,-71.11438000000003,29.943066,1,POINT (-71.11438000000003 42.297512),54242,Residential
11973,Boston,42.325649,-71.093452,30.937277,1,POINT (-71.093452 42.325649),54740,Residential
1847,Boston,42.2925,-71.058929,26.658558000000006,1,POINT (-71.05892900000001 42.2925),55679,Residential
119537,Boston,42.290363,-71.131638,26.82901,1,POINT (-71.131638 42.290363),54265,Residential
115096,Boston,42.282616,-71.070442,26.039616,1,POINT (-71.070442 42.282616),55592,Residential
28956,Boston,42.352947,-71.078819,26.067015,1,POINT (-71.078819 42.352947),55192,Residential
9213,Boston,42.318501,-71.060051,26.428656,1,POINT (-71.060051 42.318501),55570,Residential
10626,Boston,42.322075,-71.077126,25.669569,1,POINT (-71.07712600000001 42.322075),55525,Residential
196,Boston,42.281384,-71.060089,27.65196,1,POINT (-71.060089 42.281384),55713,Residential
115394,Boston,42.28321500000001,-71.111374,27.927446000000003,1,POINT (-71.111374 42.28321500000001),54294,Residential
13188,Boston,42.328575,-71.089508,31.047436,1,POINT (-71.089508 42.328575),54740,Residential
31668,Boston,42.357498,-71.130981,26.168049,1,POINT (-71.13098100000001 42.357498),55317,Residential
5844,Boston,42.30999,-71.109627,29.515657,1,POINT (-71.109627 42.30999),54249,Residential
6866,Boston,42.312649,-71.07206,31.755102,1,POINT (-71.07205999999999 42.312649),55523,Residential
93960,Boston,42.253963,-71.117752,32.300346000000005,1,POINT (-71.117752 42.253963),54374,Residential
121649,Boston,42.295238,-71.140839,27.029346000000004,1,POINT (-71.140839 42.295238),54450,Residential
17147,Boston,42.3354,-71.076942,27.749147,1,POINT (-71.076942 42.3354),54517,Residential
560,Boston,42.28487,-71.068207,26.049423,1,POINT (-71.068207 42.28487),55628,Residential
14307,Boston,42.330849,-71.038658,28.372702,1,POINT (-71.038658 42.330849),54595,Residential
5292,Boston,42.308098,-71.068687,27.219931,1,POINT (-71.068687 42.308098),55664,Residential
109845,Boston,42.275089,-71.102936,29.840481,1,POINT (-71.102936 42.275089),54638,Residential
19633,Boston,42.339298,-71.082565,33.310711,1,POINT (-71.082565 42.339298),54731,Residential
104340,Boston,42.267612,-71.098618,29.764912,1,POINT (-71.098618 42.267612),54665,Residential
3270,Boston,42.299,-71.058548,25.572861,1,POINT (-71.058548 42.299),55688,Residential
23559,Boston,42.345474,-71.089508,27.117741,1,POINT (-71.089508 42.345474),55145,Residential
3739,Boston,42.300949,-71.083321,26.911154,1,POINT (-71.083321 42.300949),54675,Residential
110760,Boston,42.276386,-71.088295,25.032282,1,POINT (-71.088295 42.276386),54649,Residential
15343,Boston,42.332474,-71.084259,25.611485,1,POINT (-71.084259 42.332474),54517,Residential
110960,Boston,42.276714,-71.07534799999998,27.172342,1,POINT (-71.07534799999998 42.276714),55568,Residential
7160,Boston,42.313297,-71.089325,27.024055,1,POINT (-71.089325 42.313297),54588,Residential
109594,Boston,42.274761,-71.09073599999998,26.550512,1,POINT (-71.09073599999998 42.274761),54649,Residential
24122,Boston,42.346123,-71.155937,28.805523,1,POINT (-71.15593699999999 42.346123),55388,Residential
6630,Boston,42.312,-71.082565,31.769184000000006,1,POINT (-71.082565 42.312),55539,Residential
269,Boston,42.282097,-71.056679,25.892111,1,POINT (-71.056679 42.282097),55710,Residential
92938,Boston,42.252663,-71.11212900000002,28.585594,1,POINT (-71.11212900000002 42.252663),54429,Residential
3374,Boston,42.299324,-71.076378,25.992401,1,POINT (-71.07637800000001 42.299324),55664,Residential
3569,Boston,42.300301,-71.066811,28.888191,1,POINT (-71.066811 42.300301),55654,Residential
29193,Boston,42.353275,-71.12554200000002,27.435295,1,POINT (-71.12554200000002 42.353275),55286,Residential
109090,Boston,42.274113,-71.074226,30.005291,1,POINT (-71.074226 42.274113),55568,Residential
111709,Boston,42.277687,-71.117195,26.350809,1,POINT (-71.117195 42.277687),54250,Residential
124942,Boston,42.304344,-71.11306,27.08795,1,POINT (-71.11306 42.304344),54249,Residential
15149,Boston,42.33215,-71.083321,30.132853000000004,1,POINT (-71.083321 42.33215),54517,Residential
18061,Boston,42.337006,-71.025322,26.945261,1,POINT (-71.025322 42.337006),54595,Residential
2189,Boston,42.294125,-71.056862,26.334969,1,POINT (-71.056862 42.294125),55679,Residential
88440,Boston,42.24681500000001,-71.137268,26.523483,1,POINT (-71.13726800000001 42.24681500000001),54385,Residential
8205,Boston,42.315899,-71.07206,31.252436,1,POINT (-71.07205999999999 42.315899),55517,Residential
6543,Boston,42.311806,-71.11608100000002,29.246634000000004,1,POINT (-71.11608100000002 42.311806),55826,Residential
9466,Boston,42.319149,-71.054047,30.270029,1,POINT (-71.054047 42.319149),55673,Residential
20620,Boston,42.340923,-71.10189799999998,24.977970000000006,1,POINT (-71.10189799999998 42.340923),55211,Residential
12573,Boston,42.327274,-71.052361,25.146141,1,POINT (-71.052361 42.327274),54630,Residential
111997,Boston,42.278011,-71.15416,26.628725,1,POINT (-71.15416 42.278011),54445,Residential
113605,Boston,42.280613,-71.07534799999998,27.652351,1,POINT (-71.07534799999998 42.280613),55631,Residential
95782,Boston,42.256237,-71.118317,29.952299,1,POINT (-71.118317 42.256237),54344,Residential
109093,Boston,42.274113,-71.07609599999998,26.166183,1,POINT (-71.07609599999998 42.274113),55568,Residential
19011,Boston,42.338326,-71.076378,29.751335,1,POINT (-71.07637800000001 42.338326),54886,Residential
29927,Boston,42.354572,-71.074127,24.941551,1,POINT (-71.074127 42.354572),55192,Residential
5233,Boston,42.307774,-71.08500699999998,25.14205,1,POINT (-71.08500699999998 42.307774),55536,Residential
20029,Boston,42.339951,-71.091576,29.9028,1,POINT (-71.091576 42.339951),55147,Residential
50591,Boston,42.386101,-71.003387,25.269276,1,POINT (-71.003387 42.386101),55429,Residential
109106,Boston,42.274113,-71.083977,26.783554,1,POINT (-71.083977 42.274113),54652,Residential
518,Boston,42.284447,-71.06920600000002,28.206285,1,POINT (-71.06920600000002 42.284447),55626,Residential
115208,Boston,42.282887,-71.12957800000002,31.484299,1,POINT (-71.12957800000002 42.282887),54296,Residential
120661,Boston,42.292637,-71.168983,25.957321,1,POINT (-71.168983 42.292637),54458,Residential
36463,Boston,42.365623,-71.06624599999998,26.989231,1,POINT (-71.06624599999998 42.365623),55213,Residential
8486,Boston,42.316547,-71.088196,25.528667,1,POINT (-71.088196 42.316547),54749,Residential
36854,Boston,42.366276,-71.057236,25.193295000000006,1,POINT (-71.057236 42.366276),55130,Residential
112860,Boston,42.279312,-71.157158,29.275856,1,POINT (-71.157158 42.279312),54445,Residential
971,Boston,42.287624,-71.062492,26.102526,1,POINT (-71.06249200000001 42.287624),55712,Residential
6247,Boston,42.311024,-71.074875,26.088247,1,POINT (-71.07487500000001 42.311024),55523,Residential
3294,Boston,42.299,-71.07243299999998,29.570122,1,POINT (-71.07243299999998 42.299),55654,Residential
115028,Boston,42.282562,-71.149277,30.017179,1,POINT (-71.149277 42.282562),54445,Residential
110152,Boston,42.27541400000001,-71.15265699999998,26.495415,1,POINT (-71.15265699999998 42.27541400000001),54445,Residential
14105,Boston,42.330524,-71.032471,25.572456,1,POINT (-71.032471 42.330524),54595,Residential
1164,Boston,42.288925,-71.054611,26.38386,1,POINT (-71.05461099999999 42.288925),55691,Residential
88416,Boston,42.24681500000001,-71.115875,28.246601,1,POINT (-71.115875 42.24681500000001),54430,Residential
5552,Boston,42.309074,-71.05011,28.289001000000006,1,POINT (-71.05011 42.309074),55743,Residential
103931,Boston,42.266964,-71.118134,25.236004,1,POINT (-71.118134 42.266964),54331,Residential
3649,Boston,42.300625,-71.072624,31.146738,1,POINT (-71.072624 42.300625),55664,Residential
2717,Boston,42.296398,-71.075813,27.439701,1,POINT (-71.075813 42.296398),55654,Residential
113113,Boston,42.279648,-71.068771,26.494640000000004,1,POINT (-71.068771 42.279648),55631,Residential
264,Boston,42.282089,-71.050652,27.930147,1,POINT (-71.050652 42.282089),55703,Residential
53904,Boston,42.3913,-71.010139,28.393909000000004,1,POINT (-71.010139 42.3913),55459,Residential
1915,Boston,42.292824,-71.05948599999998,34.380074,1,POINT (-71.05948599999998 42.292824),55679,Residential
114361,Boston,42.28159,-71.127701,27.321957,1,POINT (-71.127701 42.28159),54250,Residential
9004,Boston,42.317848,-71.090073,25.878723,1,POINT (-71.090073 42.317848),54732,Residential
20980,Boston,42.341576,-71.08087900000002,26.463301,1,POINT (-71.08087900000002 42.341576),54896,Residential
120595,Boston,42.292637,-71.13069899999998,27.513178000000003,1,POINT (-71.13069899999998 42.292637),54265,Residential
