,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC,index_outof_20000
7914,Boston,42.288090000000004,-71.147591,24.532833,0,POINT (-71.14759100000001 42.28809),54488,Residential,7914
16571,Boston,42.289062,-71.10311899999998,27.042976,1,POINT (-71.10311899999998 42.289062),54646,Miscellaneous,16571
13695,Boston,42.23901400000001,-71.131638,26.016838,1,POINT (-71.131638 42.23901400000001),54403,Industrial,13695
9311,Boston,42.341576,-71.072998,22.849167,0,POINT (-71.072998 42.341576),54887,Residential,9311
7369,Boston,42.383499,-71.07769,20.619235999999997,0,POINT (-71.07769 42.383499),54803,Residential,7369
17278,Boston,42.345473999999996,-71.098892,31.682522,1,POINT (-71.09889200000001 42.345474),55172,Mixed Use,17278
12555,Boston,42.325649,-71.048798,22.831362,0,POINT (-71.04879800000001 42.325649),54437,Open Space,12555
15134,Boston,42.348724,-71.030968,21.019762,0,POINT (-71.030968 42.348724),54434,Industrial,15134
17332,Boston,42.314091,-71.13069899999998,30.525551,1,POINT (-71.13069899999998 42.314091),55832,Miscellaneous,17332
15652,Boston,42.356196999999995,-71.15424300000002,17.653805,0,POINT (-71.15424300000002 42.356197),55301,Industrial,15652
17693,Boston,42.346123,-71.061745,19.439838,0,POINT (-71.061745 42.346123),54860,Mixed Use,17693
16156,Boston,42.382851,-71.035286,18.630116,0,POINT (-71.035286 42.382851),55503,Industrial,16156
14940,Boston,42.235439,-71.13633,18.329485000000002,0,POINT (-71.13633 42.235439),54377,Industrial,14940
10458,Boston,42.257862,-71.133888,26.124223999999998,1,POINT (-71.133888 42.257862),54355,Open Space,10458
11455,Boston,42.258514,-71.137268,25.848083,1,POINT (-71.13726800000001 42.258514),54355,Open Space,11455
10115,Boston,42.316547,-71.104713,27.817951,1,POINT (-71.104713 42.316547),55774,Open Space,10115
9977,Boston,42.280613,-71.144775,24.703825,0,POINT (-71.144775 42.280613),54445,Residential,9977
1650,Boston,42.257538000000004,-71.113068,26.706284000000004,1,POINT (-71.113068 42.257538),54429,Residential,1650
505,Boston,42.288738,-71.17160799999998,28.326766999999997,1,POINT (-71.17160799999998 42.288738),54446,Residential,505
18751,Boston,42.331825,-71.095512,25.167795,1,POINT (-71.095512 42.331825),54194,Business,18751
7585,Boston,42.331173,-71.04673000000003,23.15855,0,POINT (-71.04673000000003 42.331173),54595,Residential,7585
7315,Boston,42.271187,-71.092422,22.420225,0,POINT (-71.092422 42.271187),54652,Residential,7315
9262,Boston,42.343483,-71.167213,22.915928,0,POINT (-71.167213 42.343483),55377,Residential,9262
18345,Boston,42.33215,-71.070183,18.054522,0,POINT (-71.070183 42.33215),55512,Mixed Use,18345
17935,Boston,42.291016,-71.092239,24.867762,0,POINT (-71.09223900000001 42.291016),54646,Miscellaneous,17935
17042,Boston,42.360748,-71.056679,25.059561,1,POINT (-71.056679 42.360748),55092,Mixed Use,17042
8861,Boston,42.24519,-71.11869,23.457834,0,POINT (-71.11869 42.24519),54401,Residential,8861
14963,Boston,42.32695,-71.07243299999998,19.591820000000002,0,POINT (-71.07243299999998 42.32695),54519,Industrial,14963
12264,Boston,42.280986999999996,-71.04561600000002,17.798918,0,POINT (-71.04561600000002 42.280987),54216,Open Space,12264
1558,Boston,42.361725,-71.133797,25.637831,1,POINT (-71.133797 42.361725),55340,Residential,1558
7498,Boston,42.237064000000004,-71.126015,20.201376,0,POINT (-71.126015 42.237064),54380,Residential,7498
14750,Boston,42.327273999999996,-71.072998,21.559110999999998,0,POINT (-71.072998 42.327274),54519,Industrial,14750
16255,Boston,42.245514,-71.129387,19.151541,0,POINT (-71.12938699999999 42.245514),54402,Industrial,16255
1677,Boston,42.295563,-71.163162,26.599629999999998,1,POINT (-71.163162 42.295563),54446,Residential,1677
4816,Boston,42.310612,-71.117699,29.483181,1,POINT (-71.117699 42.310612),55823,Residential,4816
17900,Boston,42.363997999999995,-71.058929,11.404952,0,POINT (-71.05892900000001 42.363998),54958,Mixed Use,17900
14114,Boston,42.310696,-71.10620899999998,22.605577,0,POINT (-71.10620899999998 42.310696),55787,Industrial,14114
11181,Boston,42.257538000000004,-71.139709,31.480795,1,POINT (-71.139709 42.257538),54355,Open Space,11181
16859,Boston,42.284187,-71.101807,25.480509,1,POINT (-71.10180699999999 42.284187),54646,Miscellaneous,16859
12368,Boston,42.347424,-71.09214,18.978834,0,POINT (-71.09214 42.347424),55182,Open Space,12368
11533,Boston,42.305176,-71.09401700000002,26.529647999999998,1,POINT (-71.09401700000002 42.305176),54676,Open Space,11533
977,Boston,42.276061999999996,-71.074226,24.893984,1,POINT (-71.074226 42.276062),55568,Residential,977
10148,Boston,42.31102,-71.10790300000002,30.550045,1,POINT (-71.10790300000002 42.31102),55774,Open Space,10148
3058,Boston,42.309399,-71.103584,26.163027,1,POINT (-71.103584 42.309399),55791,Residential,3058
2381,Boston,42.280937,-71.131828,26.184486,1,POINT (-71.131828 42.280937),54296,Residential,2381
601,Boston,42.296721999999995,-71.060242,25.18145,1,POINT (-71.060242 42.296722),55687,Residential,601
889,Boston,42.270538,-71.096924,26.198515,1,POINT (-71.096924 42.270538),54639,Residential,889
9526,Boston,42.355548999999996,-71.160248,24.746589999999998,0,POINT (-71.160248 42.355549),55328,Residential,9526
19124,Boston,42.346123,-71.054985,14.1358,0,POINT (-71.054985 42.346123),55426,Business,19124
11475,Boston,42.32695,-71.079193,28.116877000000002,1,POINT (-71.079193 42.32695),54565,Open Space,11475
5005,Boston,42.3783,-71.058548,20.531851,0,POINT (-71.058548 42.3783),54786,Residential,5005
4633,Boston,42.305176,-71.073753,28.349315999999998,1,POINT (-71.073753 42.305176),55662,Residential,4633
16978,Boston,42.361073,-71.056862,25.883186,1,POINT (-71.056862 42.361073),55092,Mixed Use,16978
12794,Boston,42.368549,-71.062302,15.762669,0,POINT (-71.062302 42.368549),55109,Open Space,12794
8170,Boston,42.242912,-71.124886,24.662964000000002,0,POINT (-71.124886 42.242912),54400,Residential,8170
1776,Boston,42.311848,-71.115303,31.975401,1,POINT (-71.115303 42.311848),55826,Residential,1776
4275,Boston,42.310699,-71.070183,29.330137,1,POINT (-71.070183 42.310699),55662,Residential,4275
9824,Boston,42.38155,-71.016144,23.62257,0,POINT (-71.016144 42.38155),55443,Residential,9824
13824,Boston,42.322075,-71.066994,25.324797,1,POINT (-71.06699399999999 42.322075),55612,Industrial,13824
19312,Boston,42.317524,-71.097771,17.133072,0,POINT (-71.09777099999999 42.317524),54735,Business,19312
18318,Boston,42.282887,-71.10030400000002,23.156605,0,POINT (-71.10030400000002 42.282887),54646,Miscellaneous,18318
2206,Boston,42.294773,-71.052734,26.253084,1,POINT (-71.052734 42.294773),55721,Residential,2206
18918,Boston,42.34515,-71.0867,27.706179,1,POINT (-71.08669999999999 42.34515),55152,Business,18918
8194,Boston,42.305962,-71.129013,22.92794,0,POINT (-71.129013 42.305962),54244,Residential,8194
1274,Boston,42.353275,-71.169441,25.617752,1,POINT (-71.16944100000001 42.353275),55297,Residential,1274
6165,Boston,42.326626,-71.107529,23.149517000000003,0,POINT (-71.107529 42.326626),55764,Residential,6165
16919,Boston,42.350349,-71.06980899999998,30.265017999999998,1,POINT (-71.06980899999998 42.350349),55005,Mixed Use,16919
8585,Boston,42.376675,-71.03022,17.562494,0,POINT (-71.03022 42.376675),55499,Residential,8585
5280,Boston,42.288090000000004,-71.163353,20.868418,0,POINT (-71.163353 42.28809),54487,Residential,5280
4294,Boston,42.313297,-71.066811,25.029663,1,POINT (-71.066811 42.313297),55664,Residential,4294
11481,Boston,42.339622,-71.074127,31.97922100000001,1,POINT (-71.074127 42.339622),54926,Open Space,11481
10451,Boston,42.284512,-71.108749,26.483559000000003,1,POINT (-71.108749 42.284512),54293,Open Space,10451
5055,Boston,42.274113,-71.10311899999998,23.914526000000002,0,POINT (-71.10311899999998 42.274113),54638,Residential,5055
18134,Boston,42.328899,-71.066811,17.26305,0,POINT (-71.066811 42.328899),55512,Mixed Use,18134
9493,Boston,42.31525,-71.097206,23.469563,0,POINT (-71.097206 42.31525),54752,Residential,9493
18516,Boston,42.303551,-71.078064,34.360378000000004,1,POINT (-71.078064 42.303551),55658,Business,18516
6664,Boston,42.306473,-71.062866,21.2645,0,POINT (-71.062866 42.306473),55664,Residential,6664
7973,Boston,42.309222999999996,-71.120377,19.180279000000002,0,POINT (-71.120377 42.309223),55823,Residential,7973
1539,Boston,42.322722999999996,-71.075249,25.624281,1,POINT (-71.075249 42.322723),54755,Residential,1539
9376,Boston,42.272488,-71.164474,23.584923,0,POINT (-71.164474 42.272488),54449,Residential,9376
9722,Boston,42.241287,-71.14196,24.15431,0,POINT (-71.14196 42.241287),54396,Residential,9722
9831,Boston,42.287624,-71.050484,23.941874,0,POINT (-71.050484 42.287624),55691,Residential,9831
3166,Boston,42.288414,-71.138023,28.657716999999998,1,POINT (-71.138023 42.288414),54265,Residential,3166
463,Boston,42.277039,-71.07253299999998,33.010406,1,POINT (-71.07253299999998 42.277039),55568,Residential,463
4959,Boston,42.312325,-71.063614,26.510247999999997,1,POINT (-71.063614 42.312325),55664,Residential,4959
11012,Boston,42.28353900000001,-71.110435,31.927465,1,POINT (-71.110435 42.28353900000001),54293,Open Space,11012
2027,Boston,42.289574,-71.066994,31.531723,1,POINT (-71.06699399999999 42.289574),55646,Residential,2027
14822,Boston,42.308098,-71.057426,18.182209,0,POINT (-71.05742600000001 42.308098),55738,Industrial,14822
825,Boston,42.298164,-71.172173,31.442476,1,POINT (-71.172173 42.298164),54459,Residential,825
11492,Boston,42.293938,-71.097305,26.669046,1,POINT (-71.09730500000001 42.293938),55841,Open Space,11492
5648,Boston,42.317524,-71.112404,23.707033,0,POINT (-71.112404 42.317524),55775,Residential,5648
7934,Boston,42.282257,-71.072144,24.671263,0,POINT (-71.07214399999999 42.282257),55591,Residential,7934
11118,Boston,42.297531,-71.098984,28.228483,1,POINT (-71.098984 42.297531),54676,Open Space,11118
16440,Boston,42.289062,-71.092987,24.931207999999998,1,POINT (-71.09298699999999 42.289062),54646,Miscellaneous,16440
10628,Boston,42.367249,-71.067932,26.709278,1,POINT (-71.067932 42.367249),55109,Open Space,10628
5110,Boston,42.234787,-71.12957800000002,21.570705,0,POINT (-71.12957800000002 42.234787),54380,Residential,5110
3496,Boston,42.284512,-71.11925500000002,25.493257999999997,1,POINT (-71.11925500000002 42.284512),54250,Residential,3496
5033,Boston,42.306801,-71.084824,21.807289,0,POINT (-71.084824 42.306801),54752,Residential,5033
9403,Boston,42.277687,-71.125076,23.61474,0,POINT (-71.12507600000001 42.277687),54308,Residential,9403
19004,Boston,42.375698,-71.064552,29.209049,1,POINT (-71.06455200000001 42.375698),54813,Business,19004
19064,Boston,42.264038,-71.167854,19.92124,0,POINT (-71.16785400000001 42.264038),54483,Business,19064
19448,Boston,42.318172,-71.04373199999998,15.459423000000001,0,POINT (-71.04373199999998 42.318172),55742,Business,19448
14479,Boston,42.380897999999995,-71.07206,21.980358,0,POINT (-71.07205999999999 42.380898),54825,Industrial,14479
19894,Boston,42.297512,-71.130516,22.382008,0,POINT (-71.130516 42.297512),54251,Comm/Instit,19894
17742,Boston,42.350998,-71.0578,16.747652,0,POINT (-71.0578 42.350998),54826,Mixed Use,17742
19677,Boston,42.301086,-71.129951,27.066917,1,POINT (-71.12995100000001 42.301086),54246,Comm/Instit,19677
14499,Boston,42.384147999999996,-71.039787,18.350128,0,POINT (-71.039787 42.384148),55501,Industrial,14499
15263,Boston,42.389998999999996,-71.015022,20.666122,0,POINT (-71.015022 42.389999),55454,Industrial,15263
2460,Boston,42.33865,-71.147491,25.90918,1,POINT (-71.147491 42.33865),55364,Residential,2460
15029,Boston,42.346123,-71.027588,21.995735,0,POINT (-71.02758799999999 42.346123),55417,Industrial,15029
16390,Boston,42.3367,-71.085945,33.136044,1,POINT (-71.085945 42.3367),54523,Mixed Use,16390
8055,Boston,42.313168,-71.117172,22.964098,0,POINT (-71.117172 42.313168),55826,Residential,8055
8799,Boston,42.260788,-71.129951,24.001015,0,POINT (-71.12995100000001 42.260788),54356,Residential,8799
11503,Boston,42.319148999999996,-71.0578,25.585051,1,POINT (-71.0578 42.319149),55583,Open Space,11503
13314,Boston,42.357174,-71.061745,21.013958,0,POINT (-71.061745 42.357174),55081,Open Space,13314
1069,Boston,42.370174,-71.03472099999998,26.560478000000003,1,POINT (-71.03472099999998 42.370174),55436,Residential,1069
2719,Boston,42.275089,-71.08116899999997,26.213127,1,POINT (-71.08116899999997 42.275089),54643,Residential,2719
4883,Boston,42.346451,-71.147865,26.667231,1,POINT (-71.147865 42.346451),55386,Residential,4883
16542,Boston,42.3367,-71.073189,28.588177,1,POINT (-71.073189 42.3367),54900,Mixed Use,16542
17039,Boston,42.357174,-71.057991,28.050790999999997,1,POINT (-71.057991 42.357174),55002,Mixed Use,17039
7573,Boston,42.375698,-71.035286,20.461031,0,POINT (-71.035286 42.375698),55499,Residential,7573
8479,Boston,42.340599,-71.074692,21.785969,0,POINT (-71.074692 42.340599),54887,Residential,8479
7998,Boston,42.352623,-71.154808,22.625246,0,POINT (-71.154808 42.352623),55378,Residential,7998
15658,Boston,42.372772,-71.068123,15.522182999999998,0,POINT (-71.068123 42.372772),54818,Industrial,15658
9500,Boston,42.319472999999995,-71.075249,20.53549,0,POINT (-71.075249 42.319473),55517,Residential,9500
8515,Boston,42.336372,-71.042229,22.504328,0,POINT (-71.04222900000001 42.336372),54631,Residential,8515
19706,Boston,42.351974,-71.118782,25.158594,1,POINT (-71.118782 42.351974),55313,Comm/Instit,19706
16218,Boston,42.385773,-71.022339,17.318972,0,POINT (-71.022339 42.385773),55454,Industrial,16218
17922,Boston,42.357498,-71.064178,20.634676000000002,0,POINT (-71.064178 42.357498),55097,Mixed Use,17922
7407,Boston,42.337672999999995,-71.0411,19.449533,0,POINT (-71.0411 42.337673),54597,Residential,7407
12029,Boston,42.282309999999995,-71.045654,14.368944,0,POINT (-71.045654 42.28231),54216,Open Space,12029
11375,Boston,42.330524,-71.091766,24.938097,1,POINT (-71.09176600000001 42.330524),54527,Open Space,11375
10210,Boston,42.341576,-71.102272,27.006413000000002,1,POINT (-71.102272 42.341576),55182,Open Space,10210
255,Boston,42.299461,-71.112503,25.217148,1,POINT (-71.112503 42.299461),54242,Residential,255
18132,Boston,42.338326,-71.064743,15.356795000000002,0,POINT (-71.06474300000001 42.338326),54879,Miscellaneous,18132
12246,Boston,42.312649,-71.09458199999997,17.643106,0,POINT (-71.09458199999997 42.312649),54676,Open Space,12246
14657,Boston,42.313625,-71.103394,20.739770999999998,0,POINT (-71.10339399999999 42.313625),55787,Industrial,14657
6236,Boston,42.389023,-71.009575,24.542309,0,POINT (-71.009575 42.389023),55463,Residential,6236
8535,Boston,42.313625,-71.10189799999998,20.825878,0,POINT (-71.10189799999998 42.313625),55791,Residential,8535
18238,Boston,42.361725,-71.05573299999998,15.644105,0,POINT (-71.05573299999998 42.361725),54766,Mixed Use,18238
11462,Boston,42.274761,-71.141769,28.425514,1,POINT (-71.141769 42.274761),54726,Open Space,11462
7092,Boston,42.29134000000001,-71.146461,23.062244,0,POINT (-71.146461 42.29134000000001),54450,Residential,7092
12711,Boston,42.281261,-71.17742199999998,16.848341,0,POINT (-71.17742199999998 42.281261),54499,Open Space,12711
3057,Boston,42.290039,-71.135582,27.214081,1,POINT (-71.135582 42.290039),54265,Residential,3057
4439,Boston,42.366276,-71.035851,33.297714,1,POINT (-71.03585099999999 42.366276),55499,Residential,4439
18720,Boston,42.361073,-71.13679499999998,25.356844,1,POINT (-71.13679499999998 42.361073),55353,Business,18720
14542,Boston,42.342873,-71.05348199999997,20.963404,0,POINT (-71.05348199999997 42.342873),55422,Industrial,14542
12391,Boston,42.275089,-71.066902,22.624323,0,POINT (-71.066902 42.275089),54721,Open Space,12391
6005,Boston,42.277363,-71.135017,18.695612,0,POINT (-71.135017 42.277363),54250,Residential,6005
6572,Boston,42.300948999999996,-71.04991899999997,20.993664000000006,0,POINT (-71.04991899999997 42.300949),55727,Residential,6572
9822,Boston,42.317524,-71.095139,22.129595000000002,0,POINT (-71.095139 42.317524),54733,Residential,9822
13898,Boston,42.348724,-71.038849,25.700705,1,POINT (-71.038849 42.348724),55417,Industrial,13898
18847,Boston,42.353924,-71.05948599999998,25.325726,1,POINT (-71.05948599999998 42.353924),54842,Business,18847
12025,Boston,42.35685,-71.064552,23.825825,0,POINT (-71.06455200000001 42.35685),55212,Open Space,12025
7713,Boston,42.324348,-71.088196,23.07056,0,POINT (-71.088196 42.324348),55546,Residential,7713
16298,Boston,42.3549,-71.14186099999998,20.499727,0,POINT (-71.14186099999998 42.3549),55323,Industrial,16298
16780,Boston,42.295887,-71.13333100000001,28.243729,1,POINT (-71.13333100000001 42.295887),54252,Miscellaneous,16780
2793,Boston,42.298023,-71.079376,25.64954,1,POINT (-71.079376 42.298023),54675,Residential,2793
17104,Boston,42.3354,-71.088196,29.008647999999997,1,POINT (-71.088196 42.3354),54523,Mixed Use,17104
7022,Boston,42.325325,-71.067368,15.793465,0,POINT (-71.067368 42.325325),54537,Residential,7022
3291,Boston,42.279635999999996,-71.146461,24.990568,1,POINT (-71.146461 42.279636),54445,Residential,3291
19878,Boston,42.330524,-71.087631,20.743752,0,POINT (-71.087631 42.330524),54525,Comm/Instit,19878
12114,Boston,42.269238,-71.14534,23.124819,0,POINT (-71.14534 42.269238),54355,Open Space,12114
379,Boston,42.346451,-71.14186099999998,30.01065800000001,1,POINT (-71.14186099999998 42.346451),55387,Residential,379
139,Boston,42.256561,-71.130516,25.011843,1,POINT (-71.130516 42.256561),54363,Residential,139
19440,Boston,42.294261999999996,-71.136147,21.75856,0,POINT (-71.13614699999999 42.294262),54451,Business,19440
10432,Boston,42.380573,-71.02121,25.656181,1,POINT (-71.02121 42.380573),55445,Open Space,10432
15151,Boston,42.33865,-71.038658,18.036848000000006,0,POINT (-71.038658 42.33865),54198,Industrial,15151
421,Boston,42.374725,-71.064743,25.876967999999998,1,POINT (-71.06474300000001 42.374725),54824,Residential,421
18088,Boston,42.3848,-71.000381,17.838276,0,POINT (-71.000381 42.3848),55432,Mixed Use,18088
1427,Boston,42.317524,-71.077499,26.783179999999998,1,POINT (-71.077499 42.317524),55523,Residential,1427
15016,Boston,42.333121999999996,-71.09401700000002,19.770346,0,POINT (-71.09401700000002 42.333122),55060,Industrial,15016
8562,Boston,42.284187,-71.095055,23.798342,0,POINT (-71.095055 42.284187),54645,Residential,8562
19181,Boston,42.285488,-71.091301,17.033939,0,POINT (-71.091301 42.285488),54320,Business,19181
17110,Boston,42.338974,-71.093262,26.557451,1,POINT (-71.093262 42.338974),55176,Miscellaneous,17110
9242,Boston,42.337666,-71.02533000000003,21.67079,0,POINT (-71.02533000000003 42.337666),54595,Residential,9242
8703,Boston,42.359446999999996,-71.06343100000002,24.384245,0,POINT (-71.06343100000002 42.359447),55214,Residential,8703
16031,Boston,42.270538,-71.121696,18.989647,0,POINT (-71.121696 42.270538),54337,Industrial,16031
19904,Boston,42.376022,-71.069244,23.708748,0,POINT (-71.069244 42.376022),54823,Comm/Instit,19904
5607,Boston,42.24519,-71.121696,21.65097,0,POINT (-71.121696 42.24519),54430,Residential,5607
17422,Boston,42.373425,-71.028717,16.173538,0,POINT (-71.028717 42.373425),55435,Miscellaneous,17422
19985,Boston,42.337672999999995,-71.070747,18.926317,0,POINT (-71.070747 42.337673),54929,Comm/Instit,19985
1839,Boston,42.282238,-71.14909399999998,26.545429,1,POINT (-71.14909399999998 42.282238),54445,Residential,1839
2283,Boston,42.287113,-71.118881,34.445209999999996,1,POINT (-71.118881 42.287113),54239,Residential,2283
4079,Boston,42.304989,-71.13108100000002,26.218212,1,POINT (-71.13108100000002 42.304989),54244,Residential,4079
12994,Boston,42.385124,-71.00657700000002,22.818335,0,POINT (-71.00657700000002 42.385124),55427,Open Space,12994
17876,Boston,42.352947,-71.063057,24.16943,0,POINT (-71.063057 42.352947),55014,Mixed Use,17876
3678,Boston,42.279964,-71.12150600000002,28.530303999999997,1,POINT (-71.12150600000002 42.279964),54250,Residential,3678
12577,Boston,42.298164,-71.10762,16.985252,0,POINT (-71.10762 42.298164),55841,Open Space,12577
10901,Boston,42.365623,-71.13454399999998,28.744954999999997,1,POINT (-71.13454399999998 42.365623),55391,Open Space,10901
10853,Boston,42.293613,-71.17742199999998,35.013401,1,POINT (-71.17742199999998 42.293613),54444,Open Space,10853
4321,Boston,42.281914,-71.125633,25.940849,1,POINT (-71.12563299999999 42.281914),54250,Residential,4321
6853,Boston,42.300301,-71.07206,22.253508,0,POINT (-71.07205999999999 42.300301),55654,Residential,6853
17254,Boston,42.301414,-71.138397,28.243340999999997,1,POINT (-71.138397 42.301414),54493,Miscellaneous,17254
18909,Boston,42.349697,-71.130981,26.787527,1,POINT (-71.13098100000001 42.349697),55397,Business,18909
907,Boston,42.2938,-71.055176,31.226543,1,POINT (-71.055176 42.2938),55666,Residential,907
16489,Boston,42.289715,-71.092239,30.365002,1,POINT (-71.09223900000001 42.289715),54646,Miscellaneous,16489
14242,Boston,42.343849,-71.028152,17.54825,0,POINT (-71.02815200000001 42.343849),55417,Industrial,14242
5008,Boston,42.250389,-71.11756899999997,22.60371,0,POINT (-71.11756899999997 42.250389),54430,Residential,5008
4043,Boston,42.268913,-71.109879,26.627808,1,POINT (-71.10987900000001 42.268913),54331,Residential,4043
10277,Boston,42.337994,-71.154251,26.860284999999998,1,POINT (-71.154251 42.337994),55357,Open Space,10277
4713,Boston,42.350998,-71.125351,27.497809999999998,1,POINT (-71.12535099999999 42.350998),55351,Residential,4713
225,Boston,42.252663,-71.12150600000002,29.276987,1,POINT (-71.12150600000002 42.252663),54423,Residential,225
3522,Boston,42.2938,-71.066429,26.474303999999997,1,POINT (-71.066429 42.2938),55663,Residential,3522
16553,Boston,42.334099,-71.090446,27.263456,1,POINT (-71.090446 42.334099),54523,Mixed Use,16553
6598,Boston,42.268589,-71.102554,23.491598,0,POINT (-71.102554 42.268589),54665,Residential,6598
5681,Boston,42.292637,-71.147964,21.054237,0,POINT (-71.147964 42.292637),54446,Residential,5681
5404,Boston,42.331497,-71.04541800000001,22.847755,0,POINT (-71.04541800000001 42.331497),54595,Residential,5404
18820,Boston,42.329547999999996,-71.056297,30.2124,1,POINT (-71.056297 42.329548),55411,Business,18820
12961,Boston,42.295887,-71.139709,22.989859,0,POINT (-71.139709 42.295887),54489,Open Space,12961
18259,Boston,42.363026,-71.057236,13.887310000000001,0,POINT (-71.057236 42.363026),54964,Mixed Use,18259
1985,Boston,42.285812,-71.162041,29.966827000000002,1,POINT (-71.162041 42.285812),54446,Residential,1985
10592,Boston,42.347424,-71.071877,28.213608,1,POINT (-71.071877 42.347424),54932,Open Space,10592
14015,Boston,42.339951,-71.04729499999998,26.626617,1,POINT (-71.04729499999998 42.339951),54202,Industrial,14015
11318,Boston,42.33865,-71.097954,26.372402,1,POINT (-71.097954 42.33865),55182,Open Space,11318
12679,Boston,42.351321999999996,-71.166069,21.821704999999998,0,POINT (-71.16606899999999 42.351322),55298,Open Space,12679
15406,Boston,42.33215,-71.052925,22.799667000000003,0,POINT (-71.052925 42.33215),55408,Industrial,15406
10509,Boston,42.329223999999996,-71.03772,31.613955999999998,1,POINT (-71.03771999999999 42.329224),54437,Open Space,10509
1164,Boston,42.303875,-71.05836500000002,26.561094,1,POINT (-71.05836500000002 42.303875),54692,Residential,1164
18307,Boston,42.36335,-71.06343100000002,20.543865,0,POINT (-71.06343100000002 42.36335),55083,Mixed Use,18307
5361,Boston,42.356196999999995,-71.164757,24.089672,0,POINT (-71.16475699999999 42.356197),55375,Residential,5361
7953,Boston,42.279312,-71.148155,24.742434,0,POINT (-71.148155 42.279312),54445,Residential,7953
13862,Boston,42.3549,-71.13961,25.240635,1,POINT (-71.13961 42.3549),55323,Industrial,13862
12501,Boston,42.282295,-71.04525,14.774656,0,POINT (-71.04525 42.282295),54216,Open Space,12501
13006,Boston,42.263714,-71.097488,23.848248,0,POINT (-71.097488 42.263714),54663,Open Space,13006
2619,Boston,42.281723,-71.048874,25.48522,1,POINT (-71.048874 42.281723),55703,Residential,2619
9423,Boston,42.284187,-71.082291,23.005482,0,POINT (-71.082291 42.284187),54673,Residential,9423
4222,Boston,42.265663,-71.109879,26.744778000000004,1,POINT (-71.10987900000001 42.265663),54331,Residential,4222
13776,Boston,42.328575,-71.074127,25.820976,1,POINT (-71.074127 42.328575),54519,Industrial,13776
13753,Boston,42.325325,-71.065872,26.505011,1,POINT (-71.065872 42.325325),55612,Industrial,13753
15012,Boston,42.328251,-71.074692,16.222719,0,POINT (-71.074692 42.328251),54519,Industrial,15012
10382,Boston,42.340275,-71.098518,26.778634999999998,1,POINT (-71.098518 42.340275),55182,Open Space,10382
8838,Boston,42.290222,-71.062866,22.256895,0,POINT (-71.062866 42.290222),55641,Residential,8838
10598,Boston,42.291199,-71.05555,30.793549,1,POINT (-71.05555 42.291199),55720,Open Space,10598
17113,Boston,42.301086,-71.13069899999998,25.650982,1,POINT (-71.13069899999998 42.301086),54490,Miscellaneous,17113
11470,Boston,42.248112,-71.137268,26.343643,1,POINT (-71.13726800000001 42.248112),54384,Open Space,11470
9709,Boston,42.392596999999995,-71.00488299999998,24.100416,0,POINT (-71.00488299999998 42.392597),55461,Residential,9709
7618,Boston,42.299973,-71.052734,23.269882,0,POINT (-71.052734 42.299973),55695,Residential,7618
9087,Boston,42.333775,-71.035851,23.577757000000002,0,POINT (-71.03585099999999 42.333775),54595,Residential,9087
13660,Boston,42.326626,-71.103394,25.666883,1,POINT (-71.10339399999999 42.326626),55045,Industrial,13660
7209,Boston,42.344498,-71.150116,18.928048999999998,0,POINT (-71.150116 42.344498),55386,Residential,7209
5290,Boston,42.347424,-71.08989,17.855385000000005,0,POINT (-71.08989 42.347424),55150,Residential,5290
8884,Boston,42.339287,-71.158005,23.590633,0,POINT (-71.158005 42.339287),55373,Residential,8884
12778,Boston,42.358799,-71.158752,21.790654999999997,0,POINT (-71.15875200000001 42.358799),55391,Open Space,12778
9755,Boston,42.362697999999995,-71.068687,21.822931,0,POINT (-71.068687 42.362698),55189,Residential,9755
6736,Boston,42.273136,-71.146461,23.583439000000002,0,POINT (-71.146461 42.273136),54445,Residential,6736
2556,Boston,42.29134000000001,-71.167854,28.357244,1,POINT (-71.16785400000001 42.29134000000001),54446,Residential,2556
16465,Boston,42.295563,-71.134644,25.052166,1,POINT (-71.13464399999999 42.295563),54252,Miscellaneous,16465
4503,Boston,42.359123,-71.124413,25.974619,1,POINT (-71.124413 42.359123),55315,Residential,4503
8778,Boston,42.311023999999996,-71.069244,19.199703,0,POINT (-71.069244 42.311024),55662,Residential,8778
7722,Boston,42.268913,-71.096367,22.783049,0,POINT (-71.096367 42.268913),54665,Residential,7722
10457,Boston,42.280113,-71.056694,25.07799,1,POINT (-71.05669399999999 42.280113),55748,Open Space,10457
3025,Boston,42.316875,-71.060242,29.800905,1,POINT (-71.060242 42.316875),55570,Residential,3025
336,Boston,42.31023,-71.119415,27.936891999999997,1,POINT (-71.119415 42.31023),55823,Residential,336
13962,Boston,42.354572,-71.141296,26.813414,1,POINT (-71.141296 42.354572),55323,Industrial,13962
9598,Boston,42.300114,-71.11663100000001,20.406617999999998,0,POINT (-71.11663100000001 42.300114),54231,Residential,9598
18205,Boston,42.359776000000004,-71.054985,23.878574,0,POINT (-71.054985 42.359776),55102,Mixed Use,18205
12978,Boston,42.3237,-71.055176,16.883361999999998,0,POINT (-71.055176 42.3237),54679,Open Space,12978
6984,Boston,42.286789,-71.16372700000002,24.05784,0,POINT (-71.16372700000002 42.286789),54446,Residential,6984
19483,Boston,42.35815,-71.157997,20.331272,0,POINT (-71.15799699999999 42.35815),55353,Business,19483
